date,time,currency,impact,event,actual,forecast,previous
Jun 1,9:00pm,USD,yellow,Construction Spending m/m,1.2%,0.2%,0.3%
Jun 1,All Day,USD,yellow,Wards Total Vehicle Sales,15.1M,15.3M,15.9M
Jun 1,9:30pm,USD,yellow,Natural Gas Storage,110B,106B,96B
Jun 1,10:00pm,USD,yellow,Crude Oil Inventories,4.5M,-1.4M,-12.5M
Jun 2,12:00am,USD,orange,FOMC Member Harker Speaks,N/A,N/A,N/A
Jun 2,5:45am,NZD,yellow,Overseas Trade Index q/q,-1.5%,-1.5%,1.5%
Jun 2,6:50am,JPY,yellow,Monetary Base y/y,-1.1%,-1.4%,-1.7%
Jun 2,1:45pm,EUR,yellow,French Industrial Production m/m,0.8%,0.3%,-1.1%
Jun 2,2:00pm,EUR,yellow,Spanish Unemployment Change,-49.3K,-40.1K,-73.9K
Jun 2,All Day,EUR,gray,Italian Bank Holiday,N/A,N/A,N/A
Jun 2,7:30pm,USD,red,Average Hourly Earnings m/m,0.3%,0.3%,0.4%
Jun 2,7:30pm,USD,red,Non-Farm Employment Change,339K,193K,294K
Jun 2,7:30pm,USD,red,Unemployment Rate,3.7%,3.5%,3.4%
Jun 5,All Day,NZD,gray,Bank Holiday,N/A,N/A,N/A
Jun 5,8:00am,AUD,yellow,MI Inflation Gauge m/m,0.9%,N/A,0.2%
Jun 5,8:30am,AUD,yellow,ANZ Job Advertisements m/m,0.1%,N/A,-0.3%
Jun 5,8:30am,AUD,yellow,Company Operating Profits q/q,0.5%,2.1%,12.7%
Jun 5,8:45am,CNY,yellow,Caixin Services PMI,57.1,55.2,56.4
Jun 5,1:00pm,EUR,yellow,German Trade Balance,18.4B,16.1B,14.9B
Jun 5,1:30pm,CHF,red,CPI m/m,0.3%,0.3%,0.0%
Jun 5,2:15pm,EUR,yellow,Spanish Services PMI,56.7,56.9,57.9
Jun 5,2:45pm,EUR,yellow,Italian Services PMI,54.0,57.0,57.6
Jun 5,2:50pm,EUR,yellow,French Final Services PMI,52.5,52.8,52.8
Jun 5,2:55pm,EUR,yellow,German Final Services PMI,57.2,57.8,57.8
Jun 5,3:00pm,EUR,yellow,Final Services PMI,55.1,55.9,55.9
Jun 5,3:30pm,EUR,yellow,Sentix Investor Confidence,-17.0,-15.2,-13.1
Jun 5,3:30pm,GBP,yellow,Final Services PMI,55.2,55.1,55.1
Jun 5,4:00pm,EUR,yellow,PPI m/m,-3.2%,-3.0%,-1.3%
Jun 5,8:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 5,8:45pm,USD,yellow,Final Services PMI,54.9,55.1,55.1
Jun 5,9:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jun 5,9:00pm,USD,red,ISM Services PMI,50.3,52.6,51.9
Jun 5,9:00pm,USD,yellow,Factory Orders m/m,0.4%,0.8%,0.6%
Jun 6,6:01am,GBP,yellow,BRC Retail Sales Monitor y/y,3.7%,5.2%,5.2%
Jun 6,6:30am,JPY,yellow,Average Cash Earnings y/y,1.0%,1.7%,1.3%
Jun 6,6:30am,JPY,yellow,Household Spending y/y,-4.4%,-2.2%,-1.9%
Jun 6,8:00am,NZD,yellow,ANZ Commodity Prices m/m,0.3%,N/A,-1.7%
Jun 6,8:30am,AUD,yellow,Current Account,12.3B,15.0B,11.7B
Jun 6,10:35am,JPY,yellow,30-y Bond Auction,1.26|3.1,N/A,1.25|3.5
Jun 6,11:30am,AUD,red,Cash Rate,4.10%,3.85%,3.85%
Jun 6,11:30am,AUD,red,RBA Rate Statement,N/A,N/A,N/A
Jun 6,1:00pm,EUR,yellow,German Factory Orders m/m,-0.4%,2.7%,-10.9%
Jun 6,3:30pm,GBP,yellow,Construction PMI,51.6,50.9,51.1
Jun 6,4:00pm,EUR,yellow,Retail Sales m/m,0.0%,0.2%,-0.4%
Jun 6,4:04pm,GBP,yellow,30-y Bond Auction,4.48|2.6,N/A,4.08|2.5
Jun 6,7:30pm,CAD,yellow,Building Permits m/m,-18.8%,-4.3%,12.3%
Jun 6,9:00pm,CAD,orange,Ivey PMI,53.5,57.2,56.8
Jun 6,9:00pm,USD,yellow,RCM/TIPP Economic Optimism,41.7,45.2,41.6
Jun 6,9:55pm,NZD,yellow,GDT Price Index,-0.9%,N/A,-0.9%
Jun 7,6:20am,AUD,red,RBA Gov Lowe Speaks,N/A,N/A,N/A
Jun 7,6:50am,AUD,yellow,RBA Gov Bullock Speaks,N/A,N/A,N/A
Jun 7,8:30am,AUD,red,GDP q/q,0.2%,0.3%,0.6%
Jun 7,10:02am,CNY,yellow,USD-Denominated Trade Balance,65.8B,95.2B,90.2B
Jun 7,10:03am,CNY,yellow,Trade Balance,452B,676B,618B
Jun 7,12:00pm,JPY,yellow,Leading Indicators,97.6%,98.3%,97.7%
Jun 7,12:45pm,CHF,yellow,Unemployment Rate,2.0%,1.9%,1.9%
Jun 7,1:00pm,EUR,yellow,German Industrial Production m/m,0.3%,0.7%,-2.1%
Jun 7,1:00pm,GBP,yellow,Halifax HPI m/m,0.0%,0.2%,-0.4%
Jun 7,1:45pm,EUR,yellow,French Trade Balance,-9.7B,-7.7B,-8.4B
Jun 7,2:00pm,CHF,orange,Foreign Currency Reserves,734B,N/A,732B
Jun 7,3:00pm,EUR,yellow,Italian Retail Sales m/m,0.2%,0.3%,0.0%
Jun 7,7:30pm,CAD,yellow,Labor Productivity q/q,-0.6%,0.1%,-0.5%
Jun 7,7:30pm,CAD,yellow,Trade Balance,1.9B,0.5B,0.2B
Jun 7,7:30pm,USD,yellow,Trade Balance,-74.6B,-75.8B,-60.6B
Jun 7,9:00pm,CAD,red,BOC Rate Statement,N/A,N/A,N/A
Jun 7,9:00pm,CAD,red,Overnight Rate,4.75%,4.50%,4.50%
Jun 7,9:30pm,USD,yellow,Crude Oil Inventories,-0.5M,1.2M,4.5M
Jun 8,2:00am,USD,yellow,Consumer Credit m/m,23.0B,22.2B,22.8B
Jun 8,5:45am,NZD,yellow,Manufacturing Sales q/q,-2.8%,N/A,-1.0%
Jun 8,6:01am,GBP,yellow,RICS House Price Balance,-30%,-39%,-39%
Jun 8,6:50am,JPY,yellow,Bank Lending y/y,3.4%,3.1%,3.2%
Jun 8,6:50am,JPY,yellow,Current Account,1.90T,1.39T,1.01T
Jun 8,6:50am,JPY,yellow,Final GDP Price Index y/y,2.0%,2.0%,2.0%
Jun 8,6:50am,JPY,yellow,Final GDP q/q,0.7%,0.5%,0.4%
Jun 8,8:30am,AUD,yellow,Goods Trade Balance,11.16B,13.65B,14.82B
Jun 8,12:00pm,JPY,yellow,Economy Watchers Sentiment,55.0,55.1,54.6
Jun 8,12:30pm,EUR,yellow,French Final Private Payrolls q/q,0.4%,0.2%,0.2%
Jun 8,4:00pm,EUR,yellow,Final Employment Change q/q,0.6%,0.6%,0.6%
Jun 8,4:00pm,EUR,yellow,Revised GDP q/q,-0.1%,0.0%,0.1%
Jun 8,7:05pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
Jun 8,7:30pm,USD,red,Unemployment Claims,261K,236K,233K
Jun 8,9:00pm,USD,yellow,Final Wholesale Inventories m/m,-0.1%,-0.2%,-0.2%
Jun 8,9:30pm,USD,yellow,Natural Gas Storage,104B,115B,110B
Jun 9,2:10am,CAD,yellow,Gov Council Member Beaudry Speaks,N/A,N/A,N/A
Jun 9,6:50am,JPY,yellow,M2 Money Stock y/y,2.7%,2.7%,2.6%
Jun 9,8:30am,CNY,orange,CPI y/y,0.2%,0.2%,0.1%
Jun 9,8:30am,CNY,orange,PPI y/y,-4.6%,-4.3%,-3.6%
Jun 9,3:00pm,EUR,yellow,Italian Industrial Production m/m,-1.9%,0.2%,-0.6%
Jun 9,7:30pm,CAD,red,Employment Change,-17.3K,21.2K,41.4K
Jun 9,7:30pm,CAD,red,Unemployment Rate,5.2%,5.1%,5.0%
Jun 9,7:30pm,CAD,yellow,Capacity Utilization Rate,81.9%,82.0%,81.8%
Jun 12,All Day,AUD,gray,Bank Holiday,N/A,N/A,N/A
Jun 12,6:50am,JPY,yellow,PPI y/y,5.1%,5.6%,5.9%
Jun 12,12:58pm,JPY,yellow,Prelim Machine Tool Orders y/y,-22.2%,N/A,-14.4%
Jun 12,9:00pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Jun 13,12:01am,USD,orange,10-y Bond Auction,3.79|2.4,N/A,3.45|2.4
Jun 13,1:00am,USD,yellow,Federal Budget Balance,-240.3B,-230.0B,176.2B
Jun 13,5:45am,NZD,yellow,Visitor Arrivals m/m,-16.9%,N/A,-1.0%
Jun 13,6:50am,JPY,yellow,BSI Manufacturing Index,-0.4,-4.2,-10.5
Jun 13,7:30am,AUD,yellow,Westpac Consumer Sentiment,0.2%,N/A,-7.9%
Jun 13,8:30am,AUD,orange,NAB Business Confidence,-4,N/A,0
Jun 13,1:00pm,EUR,yellow,German Final CPI m/m,-0.1%,-0.1%,-0.1%
Jun 13,1:00pm,GBP,red,Claimant Count Change,-13.6K,21.4K,23.4K
Jun 13,1:00pm,GBP,orange,Average Earnings Index 3m/y,6.5%,6.1%,6.1%
Jun 13,1:00pm,GBP,yellow,Unemployment Rate,3.8%,4.0%,3.9%
Jun 13,3:00pm,EUR,yellow,Italian Quarterly Unemployment Rate,8.0%,7.8%,7.9%
Jun 13,3:02pm,CNY,orange,New Loans,1360B,1540B,719B
Jun 13,3:02pm,CNY,yellow,M2 Money Supply y/y,11.6%,12.0%,12.4%
Jun 13,4:00pm,EUR,orange,German ZEW Economic Sentiment,-8.5,-13.4,-10.7
Jun 13,4:00pm,EUR,yellow,ZEW Economic Sentiment,-10.0,-12.1,-9.4
Jun 13,4:02pm,GBP,yellow,10-y Bond Auction,4.35|2.3,N/A,4.24|3.0
Jun 13,4:54pm,USD,yellow,NFIB Small Business Index,89.4,88.5,89.0
Jun 13,7:30pm,USD,red,Core CPI m/m,0.4%,0.4%,0.4%
Jun 13,7:30pm,USD,red,CPI m/m,0.1%,0.2%,0.4%
Jun 13,7:30pm,USD,red,CPI y/y,4.0%,4.1%,4.9%
Jun 13,8:30pm,GBP,yellow,CB Leading Index m/m,-0.5%,N/A,-0.6%
Jun 13,9:00pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Jun 13,10:00pm,GBP,yellow,MPC Member Dhingra Speaks,N/A,N/A,N/A
Jun 14,12:01am,USD,yellow,30-y Bond Auction,3.91|2.5,N/A,3.74|2.4
Jun 14,5:45am,NZD,yellow,Current Account,-5.22B,-6.95B,-10.07B
Jun 14,7:00am,NZD,yellow,FPI m/m,0.3%,N/A,0.5%
Jun 14,1:00pm,EUR,yellow,German WPI m/m,-1.1%,-0.1%,-0.4%
Jun 14,1:00pm,GBP,red,GDP m/m,0.2%,0.2%,-0.3%
Jun 14,1:00pm,GBP,yellow,Construction Output m/m,-0.6%,0.0%,0.2%
Jun 14,1:00pm,GBP,yellow,Goods Trade Balance,-15.0B,-16.5B,-16.4B
Jun 14,1:00pm,GBP,yellow,Index of Services 3m/3m,-0.1%,-0.1%,0.1%
Jun 14,1:00pm,GBP,yellow,Industrial Production m/m,-0.3%,-0.1%,0.7%
Jun 14,1:00pm,GBP,yellow,Manufacturing Production m/m,-0.3%,-0.1%,0.7%
Jun 14,4:00pm,EUR,yellow,Industrial Production m/m,1.0%,0.8%,-3.8%
Jun 14,4:33pm,EUR,yellow,German 10-y Bond Auction,2.43|1.9,N/A,2.31|2.3
Jun 14,6:15pm,GBP,yellow,NIESR GDP Estimate,0.0%,N/A,0.1%
Jun 14,7:30pm,USD,red,Core PPI m/m,0.2%,0.2%,0.2%
Jun 14,7:30pm,USD,red,PPI m/m,-0.3%,-0.1%,0.2%
Jun 14,9:30pm,USD,yellow,Crude Oil Inventories,7.9M,-1.3M,-0.5M
Jun 15,1:00am,USD,red,Federal Funds Rate,5.25%,5.25%,5.25%
Jun 15,1:00am,USD,red,FOMC Economic Projections,N/A,N/A,N/A
Jun 15,1:00am,USD,red,FOMC Statement,N/A,N/A,N/A
Jun 15,1:30am,USD,red,FOMC Press Conference,N/A,N/A,N/A
Jun 15,5:45am,NZD,red,GDP q/q,-0.1%,-0.1%,-0.7%
Jun 15,6:50am,JPY,yellow,Core Machinery Orders m/m,5.5%,3.1%,-3.9%
Jun 15,6:50am,JPY,yellow,Trade Balance,-0.78T,-0.81T,-1.04T
Jun 15,8:00am,AUD,yellow,MI Inflation Expectations,5.2%,N/A,5.0%
Jun 15,8:30am,AUD,red,Employment Change,75.9K,18.6K,-4.0K
Jun 15,8:30am,AUD,red,Unemployment Rate,3.6%,3.7%,3.7%
Jun 15,8:30am,AUD,yellow,RBA Bulletin,N/A,N/A,N/A
Jun 15,8:30am,CNY,yellow,New Home Prices m/m,0.10%,N/A,0.32%
Jun 15,9:00am,CNY,red,Industrial Production y/y,3.5%,3.5%,5.6%
Jun 15,9:00am,CNY,orange,Retail Sales y/y,12.7%,13.7%,18.4%
Jun 15,9:00am,CNY,yellow,Fixed Asset Investment ytd/y,4.0%,4.4%,4.7%
Jun 15,9:00am,CNY,yellow,NBS Press Conference,N/A,N/A,N/A
Jun 15,9:00am,CNY,yellow,Unemployment Rate,5.2%,5.2%,5.2%
Jun 15,11:30am,JPY,yellow,Tertiary Industry Activity m/m,1.2%,0.5%,-1.5%
Jun 15,1:30pm,CHF,yellow,PPI m/m,-0.3%,0.1%,0.2%
Jun 15,1:45pm,EUR,yellow,French Final CPI m/m,-0.1%,-0.1%,-0.1%
Jun 15,2:00pm,CHF,yellow,SECO Economic Forecasts,N/A,N/A,N/A
Jun 15,2:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jun 15,4:00pm,EUR,yellow,Trade Balance,-7.1B,16.8B,14.0B
Jun 15,All Day,EUR,yellow,Eurogroup Meetings,N/A,N/A,N/A
Jun 15,4:54pm,CNY,yellow,Foreign Direct Investment ytd/y,0.1%,N/A,2.2%
Jun 15,7:13pm,CAD,yellow,Housing Starts,202K,239K,261K
Jun 15,7:15pm,EUR,red,Main Refinancing Rate,4.00%,4.00%,3.75%
Jun 15,7:15pm,EUR,red,Monetary Policy Statement,N/A,N/A,N/A
Jun 15,7:30pm,CAD,yellow,Manufacturing Sales m/m,0.3%,-0.2%,0.8%
Jun 15,7:30pm,USD,red,Core Retail Sales m/m,0.1%,0.1%,0.4%
Jun 15,7:30pm,USD,red,Empire State Manufacturing Index,6.6,-15.0,-31.8
Jun 15,7:30pm,USD,red,Retail Sales m/m,0.3%,-0.2%,0.4%
Jun 15,7:30pm,USD,red,Unemployment Claims,262K,246K,262K
Jun 15,7:30pm,USD,orange,Philly Fed Manufacturing Index,-13.7,-13.9,-10.4
Jun 15,7:30pm,USD,yellow,Import Prices m/m,-0.6%,-0.5%,0.3%
Jun 15,7:45pm,EUR,red,ECB Press Conference,N/A,N/A,N/A
Jun 15,8:15pm,USD,orange,Industrial Production m/m,-0.2%,0.1%,0.5%
Jun 15,8:15pm,USD,yellow,Capacity Utilization Rate,79.6%,79.7%,79.8%
Jun 15,9:00pm,USD,yellow,Business Inventories m/m,0.2%,0.2%,-0.2%
Jun 15,9:30pm,USD,yellow,Natural Gas Storage,84B,97B,104B
Jun 15,10:35pm,GBP,yellow,MPC Member Cunliffe Speaks,N/A,N/A,N/A
Jun 16,3:00am,USD,yellow,TIC Long-Term Purchases,127.8B,78.7B,205.6B
Jun 16,5:30am,NZD,yellow,BusinessNZ Manufacturing Index,48.9,N/A,48.8
Jun 16,9:47am,JPY,red,Monetary Policy Statement,N/A,N/A,N/A
Jun 16,9:47am,JPY,orange,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
Jun 16,1:30pm,JPY,red,BOJ Press Conference,N/A,N/A,N/A
Jun 16,2:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jun 16,3:30pm,GBP,yellow,Consumer Inflation Expectations,3.5%,N/A,3.9%
Jun 16,4:00pm,EUR,yellow,Final Core CPI y/y,5.3%,5.3%,5.3%
Jun 16,4:00pm,EUR,yellow,Final CPI y/y,6.1%,6.1%,6.1%
Jun 16,4:00pm,EUR,yellow,Italian Trade Balance,0.32B,3.29B,7.62B
Jun 16,All Day,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
Jun 16,6:45pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
Jun 16,7:30pm,CAD,yellow,Foreign Securities Purchases,13.52B,12.50B,-19.72B
Jun 16,7:30pm,CAD,yellow,Wholesale Sales m/m,-1.4%,1.4%,46.0%
Jun 16,9:00pm,USD,red,Prelim UoM Consumer Sentiment,63.9,60.1,59.2
Jun 16,9:00pm,USD,orange,Prelim UoM Inflation Expectations,3.3%,N/A,4.2%
Jun 16,10:00pm,USD,yellow,Fed Monetary Policy Report,N/A,N/A,N/A
Jun 17,1:00am,USD,red,Treasury Currency Report,N/A,N/A,N/A
Jun 19,5:30am,NZD,yellow,BusinessNZ Services Index,53.3,N/A,50.1
Jun 19,6:01am,GBP,yellow,Rightmove HPI m/m,0.0%,N/A,1.8%
Jun 19,All Day,USD,gray,Bank Holiday,N/A,N/A,N/A
Jun 19,7:30pm,CAD,yellow,IPPI m/m,-1.0%,-0.3%,-0.6%
Jun 19,7:30pm,CAD,yellow,RMPI m/m,-4.9%,1.7%,1.8%
Jun 19,9:00pm,USD,yellow,NAHB Housing Market Index,55,51,50
Jun 20,2:23am,NZD,yellow,Westpac Consumer Sentiment,83.1,N/A,77.7
Jun 20,8:15am,CNY,orange,1-y Loan Prime Rate,3.55%,3.55%,3.65%
Jun 20,8:15am,CNY,orange,5-y Loan Prime Rate,4.20%,4.20%,4.30%
Jun 20,8:30am,AUD,orange,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Jun 20,8:35am,AUD,yellow,RBA Assist Gov Kent Speaks,N/A,N/A,N/A
Jun 20,10:15am,AUD,yellow,RBA Gov Bullock Speaks,N/A,N/A,N/A
Jun 20,11:30am,JPY,yellow,Revised Industrial Production m/m,0.7%,-0.4%,-0.4%
Jun 20,1:00pm,CHF,yellow,Trade Balance,5.48B,3.45B,2.56B
Jun 20,1:00pm,EUR,yellow,German PPI m/m,-1.4%,-0.7%,0.3%
Jun 20,3:02pm,EUR,yellow,Current Account,3.6B,27.3B,31.2B
Jun 20,7:30pm,USD,yellow,Building Permits,1.49M,1.42M,1.42M
Jun 20,7:30pm,USD,yellow,Housing Starts,1.63M,1.40M,1.34M
Jun 20,9:30pm,AUD,yellow,CB Leading Index m/m,-0.2%,N/A,-0.2%
Jun 20,10:16pm,NZD,yellow,GDT Price Index,0.0%,N/A,-0.9%
Jun 20,10:45pm,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
Jun 21,6:50am,JPY,yellow,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Jun 21,7:30am,AUD,yellow,MI Leading Index m/m,-0.3%,N/A,0.0%
Jun 21,1:00pm,GBP,yellow,PPI Input m/m,-1.5%,-0.5%,0.1%
Jun 21,1:00pm,GBP,yellow,PPI Output m/m,-0.5%,-0.1%,-0.2%
Jun 21,1:02pm,GBP,red,CPI y/y,8.7%,8.4%,8.7%
Jun 21,1:02pm,GBP,yellow,Core CPI y/y,7.1%,6.8%,6.8%
Jun 21,1:02pm,GBP,yellow,Public Sector Net Borrowing,19.2B,19.9B,22.0B
Jun 21,1:02pm,GBP,yellow,RPI y/y,11.3%,11.2%,11.4%
Jun 21,3:30pm,GBP,yellow,HPI y/y,3.5%,2.6%,4.1%
Jun 21,4:38pm,EUR,yellow,German 30-y Bond Auction,2.37|2.3,N/A,2.53|2.0
Jun 21,5:00pm,GBP,yellow,CBI Industrial Order Expectations,-15,-18,-17
Jun 21,7:30pm,CAD,orange,Core Retail Sales m/m,1.3%,0.5%,-0.4%
Jun 21,7:30pm,CAD,orange,Retail Sales m/m,1.1%,0.4%,-1.5%
Jun 21,7:30pm,CAD,yellow,NHPI m/m,0.1%,0.0%,-0.1%
Jun 21,8:45pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jun 21,9:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Jun 21,9:00pm,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
Jun 21,9:00pm,USD,yellow,FOMC Member Jefferson Speaks,N/A,N/A,N/A
Jun 21,11:40pm,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Jun 22,12:30am,CAD,yellow,BOC Summary of Deliberations,N/A,N/A,N/A
Jun 22,5:45am,NZD,yellow,Trade Balance,46M,350M,236M
Jun 22,All Day,CNY,gray,Bank Holiday,N/A,N/A,N/A
Jun 22,10:00am,NZD,yellow,Credit Card Spending y/y,3.3%,N/A,11.0%
Jun 22,11:30am,CHF,yellow,SNB Financial Stability Report,N/A,N/A,N/A
Jun 22,2:30pm,CHF,red,SNB Monetary Policy Assessment,N/A,N/A,N/A
Jun 22,2:30pm,CHF,red,SNB Policy Rate,1.75%,1.75%,1.50%
Jun 22,3:00pm,CHF,red,SNB Press Conference,N/A,N/A,N/A
Jun 22,3:00pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
Jun 22,6:00pm,GBP,red,Monetary Policy Summary,N/A,N/A,N/A
Jun 22,6:00pm,GBP,red,MPC Official Bank Rate Votes,7-0-2,7-0-2,7-0-2
Jun 22,6:00pm,GBP,red,Official Bank Rate,5.00%,4.75%,4.50%
Jun 22,6:00pm,GBP,yellow,BOE Inflation Letter,N/A,N/A,N/A
Jun 22,6:15pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Jun 22,7:05pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jun 22,7:30pm,USD,red,Unemployment Claims,264K,261K,264K
Jun 22,7:30pm,USD,yellow,Current Account,-219B,-214B,-216B
Jun 22,8:55pm,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
Jun 22,9:00pm,EUR,yellow,Consumer Confidence,-16,-17,-17
Jun 22,9:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Jun 22,9:00pm,USD,orange,Existing Home Sales,4.30M,4.25M,4.29M
Jun 22,9:00pm,USD,yellow,CB Leading Index m/m,-0.7%,-0.8%,-0.6%
Jun 22,9:30pm,USD,yellow,Natural Gas Storage,95B,89B,84B
Jun 22,10:00pm,USD,yellow,Crude Oil Inventories,-3.8M,0.3M,7.9M
Jun 23,6:00am,AUD,yellow,Flash Manufacturing PMI,48.6,N/A,48.4
Jun 23,6:00am,AUD,yellow,Flash Services PMI,50.7,N/A,52.1
Jun 23,6:01am,GBP,yellow,GfK Consumer Confidence,-24,-26,-27
Jun 23,6:30am,JPY,yellow,National Core CPI y/y,3.2%,3.1%,3.4%
Jun 23,All Day,CNY,gray,Bank Holiday,N/A,N/A,N/A
Jun 23,7:30am,JPY,yellow,Flash Manufacturing PMI,49.8,50.2,50.6
Jun 23,1:00pm,GBP,orange,Retail Sales m/m,0.3%,-0.2%,0.5%
Jun 23,1:45pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 23,2:15pm,EUR,red,French Flash Manufacturing PMI,45.5,45.4,45.7
Jun 23,2:15pm,EUR,red,French Flash Services PMI,48.0,52.2,52.5
Jun 23,2:30pm,EUR,red,German Flash Manufacturing PMI,41.0,43.6,43.2
Jun 23,2:30pm,EUR,red,German Flash Services PMI,54.1,56.3,57.2
Jun 23,3:00pm,EUR,orange,Flash Manufacturing PMI,43.6,44.8,44.8
Jun 23,3:00pm,EUR,orange,Flash Services PMI,52.4,54.4,55.1
Jun 23,3:30pm,GBP,red,Flash Manufacturing PMI,46.2,46.9,47.1
Jun 23,3:30pm,GBP,red,Flash Services PMI,53.7,54.8,55.2
Jun 23,7:59pm,EUR,yellow,Belgian NBB Business Climate,-12.1,-10.3,-9.2
Jun 23,8:45pm,USD,red,Flash Manufacturing PMI,46.3,48.6,48.4
Jun 23,8:45pm,USD,red,Flash Services PMI,54.1,53.9,54.9
Jun 25,8:45pm,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
