date,time,currency,impact,event,actual,forecast,previous
Jun 26,6:50am,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
Jun 26,6:50am,JPY,yellow,SPPI y/y,1.6%,1.8%,1.6%
Jun 26,3:00pm,EUR,orange,German ifo Business Climate,88.5,90.7,91.5
Jun 26,3:50pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
Jun 26,5:00pm,EUR,yellow,German Buba Monthly Report,N/A,N/A,N/A
Jun 26,5:00pm,GBP,yellow,CBI Realized Sales,-9,-6,-10
Jun 26,9:25pm,CHF,yellow,Gov Board Member Maechler Speaks,N/A,N/A,N/A
Jun 27,12:30am,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 27,6:01am,GBP,yellow,BRC Shop Price Index y/y,8.4%,N/A,9.0%
Jun 27,11:59am,JPY,yellow,BOJ Core CPI y/y,3.1%,3.1%,3.0%
Jun 27,3:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 27,3:15pm,GBP,yellow,MPC Member Dhingra Speaks,N/A,N/A,N/A
Jun 27,3:30pm,GBP,yellow,MPC Member Tenreyro Speaks,N/A,N/A,N/A
Jun 27,4:30pm,CAD,yellow,Gov Council Member Kozicki Speaks,N/A,N/A,N/A
Jun 27,7:30pm,CAD,red,CPI m/m,0.4%,0.4%,0.7%
Jun 27,7:30pm,CAD,red,Median CPI y/y,3.9%,4.0%,4.3%
Jun 27,7:30pm,CAD,red,Trimmed CPI y/y,3.8%,3.9%,4.2%
Jun 27,7:30pm,CAD,orange,Common CPI y/y,5.2%,5.4%,5.7%
Jun 27,7:30pm,USD,orange,Core Durable Goods Orders m/m,0.6%,0.0%,-0.3%
Jun 27,7:30pm,USD,orange,Durable Goods Orders m/m,1.7%,-0.8%,1.2%
Jun 27,7:32pm,CAD,yellow,Core CPI m/m,0.4%,N/A,0.5%
Jun 27,8:00pm,CNY,yellow,CB Leading Index m/m,-0.1%,N/A,-0.6%
Jun 27,8:00pm,USD,yellow,HPI m/m,0.7%,0.5%,0.5%
Jun 27,8:00pm,USD,yellow,S&P/CS Composite-20 HPI y/y,-1.7%,-2.5%,-1.1%
Jun 27,8:59pm,USD,orange,Richmond Manufacturing Index,-7,-12,-15
Jun 27,9:00pm,USD,red,CB Consumer Confidence,109.7,103.9,102.5
Jun 27,9:00pm,USD,orange,New Home Sales,763K,677K,680K
Jun 28,8:30am,AUD,red,CPI y/y,5.6%,6.1%,6.8%
Jun 28,1:00pm,EUR,yellow,German GfK Consumer Climate,-25.4,-22.9,-24.4
Jun 28,3:00pm,CHF,yellow,UBS Economic Expectations,-30.8,N/A,-32.2
Jun 28,3:00pm,EUR,yellow,M3 Money Supply y/y,1.4%,1.5%,1.9%
Jun 28,3:00pm,EUR,yellow,Private Loans y/y,2.1%,2.3%,2.5%
Jun 28,4:00pm,EUR,yellow,Italian Prelim CPI m/m,0.0%,0.3%,0.3%
Jun 28,5:30pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
Jun 28,7:30pm,USD,yellow,Goods Trade Balance,-91.1B,-93.3B,-97.1B
Jun 28,7:30pm,USD,yellow,Prelim Wholesale Inventories m/m,-0.1%,-0.1%,-0.1%
Jun 28,8:00pm,CHF,yellow,SNB Quarterly Bulletin,N/A,N/A,N/A
Jun 28,8:30pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 28,8:30pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Jun 28,8:30pm,JPY,red,BOJ Gov Ueda Speaks,N/A,N/A,N/A
Jun 28,8:30pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
Jun 28,9:30pm,USD,yellow,Crude Oil Inventories,-9.6M,-1.4M,-3.8M
Jun 28,10:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Jun 29,3:30am,USD,yellow,Bank Stress Test Results,N/A,N/A,N/A
Jun 29,6:50am,JPY,yellow,Retail Sales y/y,5.7%,5.2%,5.1%
Jun 29,8:00am,NZD,yellow,ANZ Business Confidence,-18.0,N/A,-31.1
Jun 29,8:30am,AUD,yellow,Retail Sales m/m,0.7%,0.1%,0.0%
Jun 29,11:59am,JPY,yellow,Consumer Confidence,36.2,36.2,36.0
Jun 29,All Day,EUR,red,German Prelim CPI m/m,0.3%,0.2%,-0.1%
Jun 29,1:30pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
Jun 29,2:00pm,EUR,orange,Spanish Flash CPI y/y,1.9%,1.7%,3.2%
Jun 29,All Day,EUR,gray,Italian Bank Holiday,N/A,N/A,N/A
Jun 29,3:00pm,EUR,yellow,ECB Economic Bulletin,N/A,N/A,N/A
Jun 29,3:30pm,GBP,yellow,M4 Money Supply m/m,0.2%,0.2%,-0.1%
Jun 29,3:30pm,GBP,yellow,Mortgage Approvals,51K,50K,49K
Jun 29,3:30pm,GBP,yellow,Net Lending to Individuals m/m,1.1B,-0.6B,0.0B
Jun 29,7:30pm,USD,red,Final GDP q/q,2.0%,1.4%,1.3%
Jun 29,7:30pm,USD,orange,Final GDP Price Index q/q,4.1%,4.2%,4.2%
Jun 29,7:32pm,USD,red,Unemployment Claims,239K,264K,265K
Jun 29,9:00pm,USD,orange,Pending Home Sales m/m,-2.7%,-0.5%,-0.4%
Jun 29,9:30pm,USD,yellow,Natural Gas Storage,76B,83B,95B
Jun 29,11:30pm,GBP,yellow,MPC Member Tenreyro Speaks,N/A,N/A,N/A
Jun 30,6:30am,JPY,orange,Tokyo Core CPI y/y,3.2%,3.4%,3.1%
Jun 30,6:30am,JPY,yellow,Unemployment Rate,2.6%,2.6%,2.6%
Jun 30,6:50am,JPY,yellow,Prelim Industrial Production m/m,-1.6%,-0.9%,0.7%
Jun 30,8:30am,AUD,yellow,Private Sector Credit m/m,0.4%,0.4%,0.6%
Jun 30,8:30am,CNY,orange,Manufacturing PMI,49.0,49.0,48.8
Jun 30,8:30am,CNY,orange,Non-Manufacturing PMI,53.2,53.7,54.5
Jun 30,12:00pm,JPY,yellow,Housing Starts y/y,3.5%,-2.6%,-11.9%
Jun 30,1:00pm,EUR,yellow,German Import Prices m/m,-1.4%,-1.5%,-1.7%
Jun 30,1:00pm,EUR,yellow,German Retail Sales m/m,0.4%,0.0%,0.7%
Jun 30,1:00pm,GBP,yellow,Current Account,-10.8B,-9.8B,-2.5B
Jun 30,1:00pm,GBP,yellow,Final GDP q/q,0.1%,0.1%,0.1%
Jun 30,1:00pm,GBP,yellow,Nationwide HPI m/m,0.1%,-0.3%,-0.1%
Jun 30,1:00pm,GBP,yellow,Revised Business Investment q/q,3.3%,0.7%,0.7%
Jun 30,1:30pm,CHF,yellow,Retail Sales y/y,-1.1%,-2.5%,-4.0%
Jun 30,1:45pm,EUR,yellow,French Consumer Spending m/m,0.5%,0.7%,-0.8%
Jun 30,1:45pm,EUR,yellow,French Prelim CPI m/m,0.2%,0.2%,-0.1%
Jun 30,2:00pm,CHF,yellow,KOF Economic Barometer,90.8,89.1,91.4
Jun 30,2:55pm,EUR,yellow,German Unemployment Change,28K,14K,13K
Jun 30,3:00pm,EUR,yellow,Italian Monthly Unemployment Rate,7.6%,7.9%,7.8%
Jun 30,4:00pm,EUR,orange,Core CPI Flash Estimate y/y,5.4%,5.5%,5.3%
Jun 30,4:00pm,EUR,orange,CPI Flash Estimate y/y,5.5%,5.6%,6.1%
Jun 30,4:00pm,EUR,yellow,Unemployment Rate,6.5%,6.5%,6.5%
Jun 30,4:13pm,EUR,yellow,Italian 10-y Bond Auction,4.13|1.4,N/A,4.24|1.5
Jun 30,7:30pm,CAD,red,GDP m/m,0.0%,0.2%,0.1%
Jun 30,7:30pm,USD,red,Core PCE Price Index m/m,0.3%,0.3%,0.4%
Jun 30,7:30pm,USD,yellow,Personal Income m/m,0.4%,0.3%,0.3%
Jun 30,7:30pm,USD,yellow,Personal Spending m/m,0.1%,0.2%,0.6%
Jun 30,8:45pm,USD,yellow,Chicago PMI,41.5,43.6,40.4
Jun 30,9:00pm,USD,orange,Revised UoM Consumer Sentiment,64.4,63.9,63.9
Jun 30,9:00pm,USD,yellow,Revised UoM Inflation Expectations,3.3%,N/A,3.3%
Jun 30,9:30pm,CAD,orange,BOC Business Outlook Survey,N/A,N/A,N/A
