date,time,currency,impact,event,actual,forecast,previous
Feb 19,7:30am,USD,red,Unemployment Claims,206K,223K,229K
Feb 19,5:00pm,NZD,red,RBNZ Gov Breman Speaks,N/A,N/A,N/A
Feb 20,1:00am,GBP,red,Retail Sales m/m,1.8%,0.2%,0.4%
Feb 20,2:30am,EUR,red,German Flash Manufacturing PMI,50.7,49.6,49.1
Feb 20,2:30am,EUR,red,German Flash Services PMI,53.4,52.4,52.4
Feb 20,3:30am,GBP,red,Flash Manufacturing PMI,52.0,51.5,51.8
Feb 20,3:30am,GBP,red,Flash Services PMI,53.9,53.5,54.0
Feb 20,7:30am,USD,red,Advance GDP q/q,1.4%,2.8%,4.4%
Feb 20,7:30am,USD,red,Core PCE Price Index m/m,0.4%,0.3%,0.2%
Feb 20,8:45am,USD,red,Flash Manufacturing PMI,51.2,52.4,52.4
Feb 20,8:45am,USD,red,Flash Services PMI,52.3,53.0,52.7
Feb 20,11:45am,USD,red,President Trump Speaks,N/A,N/A,N/A
Feb 24,6:30pm,AUD,red,CPI m/m,0.4%,0.2%,1.0%
Feb 24,6:30pm,AUD,red,CPI y/y,3.8%,3.7%,3.8%
Feb 24,6:30pm,AUD,red,Trimmed Mean CPI m/m,0.3%,0.4%,0.2%
Feb 24,8:00pm,USD,red,President Trump Speaks,N/A,N/A,N/A
Feb 26,7:30am,USD,red,Unemployment Claims,212K,217K,208K
Feb 27,7:30am,CAD,red,GDP m/m,0.2%,0.1%,0.0%
Feb 27,7:30am,USD,red,Core PPI m/m,0.8%,0.3%,0.6%
Feb 27,7:30am,USD,red,PPI m/m,0.5%,0.3%,0.4%
