date,time,currency,impact,event,actual,forecast,previous
Aug 27,1:03pm,EUR,yellow,German Final GDP q/q,-0.1%,-0.1%,-0.1%
Aug 27,5:00pm,GBP,yellow,CBI Realized Sales,-27,-11,-43
Aug 27,8:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,6.5%,6.2%,6.9%
Aug 27,8:00pm,USD,yellow,HPI m/m,-0.1%,0.1%,0.0%
Aug 27,8:59pm,USD,orange,Richmond Manufacturing Index,-19,-14,-17
Aug 27,9:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Aug 27,9:00pm,USD,red,CB Consumer Confidence,103.3,100.9,101.9
Aug 28,8:30am,AUD,red,CPI y/y,3.5%,3.4%,3.8%
Aug 28,8:30am,AUD,yellow,Construction Work Done q/q,0.1%,0.8%,-2.0%
Aug 28,12:15pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
Aug 28,3:00pm,CHF,yellow,UBS Economic Expectations,-3.4,N/A,9.4
Aug 28,3:00pm,EUR,yellow,M3 Money Supply y/y,2.3%,2.7%,2.3%
Aug 28,3:00pm,EUR,yellow,Private Loans y/y,0.5%,0.5%,0.3%
Aug 28,7:15pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Aug 28,9:30pm,USD,orange,Crude Oil Inventories,-0.8M,-2.7M,-4.6M
Aug 29,5:00am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 29,8:00am,NZD,yellow,ANZ Business Confidence,50.6,N/A,27.1
Aug 29,8:30am,AUD,yellow,Private Capital Expenditure q/q,-2.2%,0.9%,1.9%
Aug 29,12:00pm,JPY,yellow,Consumer Confidence,36.7,36.9,36.7
Aug 29,All Day,EUR,red,German Prelim CPI m/m,-0.1%,0.0%,0.3%
Aug 29,2:00pm,EUR,orange,Spanish Flash CPI y/y,2.2%,2.4%,2.8%
Aug 29,4:14pm,EUR,yellow,Italian 10-y Bond Auction,3.68|1.6,N/A,3.76|1.4
Aug 29,7:30pm,CAD,yellow,Current Account,-8.5B,-6.0B,-5.4B
Aug 29,7:30pm,USD,red,Prelim GDP q/q,3.0%,2.8%,2.8%
Aug 29,7:30pm,USD,red,Unemployment Claims,231K,232K,233K
Aug 29,7:30pm,USD,orange,Prelim GDP Price Index q/q,2.5%,2.3%,2.3%
Aug 29,7:30pm,USD,yellow,Goods Trade Balance,-102.7B,-97.7B,-96.6B
Aug 29,7:30pm,USD,yellow,Prelim Wholesale Inventories m/m,0.3%,0.3%,0.2%
Aug 29,9:00pm,USD,orange,Pending Home Sales m/m,-5.5%,0.2%,4.8%
Aug 29,9:30pm,USD,yellow,Natural Gas Storage,35B,33B,35B
Aug 29,11:00pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
Aug 30,12:00am,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Aug 30,2:30am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 30,5:45am,NZD,yellow,Building Consents m/m,26.2%,N/A,-17.0%
Aug 30,6:30am,JPY,orange,Tokyo Core CPI y/y,2.4%,2.2%,2.2%
Aug 30,6:30am,JPY,yellow,Unemployment Rate,2.7%,2.5%,2.5%
Aug 30,6:50am,JPY,yellow,Prelim Industrial Production m/m,2.8%,3.6%,-4.2%
Aug 30,6:50am,JPY,yellow,Retail Sales y/y,2.6%,2.8%,3.8%
Aug 30,8:30am,AUD,orange,Retail Sales m/m,0.0%,0.3%,0.5%
Aug 30,8:30am,AUD,yellow,Private Sector Credit m/m,0.5%,0.5%,0.6%
Aug 30,12:00pm,JPY,yellow,Housing Starts y/y,-0.2%,-1.1%,-6.7%
Aug 30,12:30pm,EUR,yellow,French Final Private Payrolls q/q,-0.1%,0.0%,0.0%
Aug 30,1:00pm,EUR,yellow,German Import Prices m/m,-0.4%,0.1%,0.4%
Aug 30,1:00pm,GBP,yellow,Nationwide HPI m/m,-0.2%,0.2%,0.3%
Aug 30,1:45pm,EUR,yellow,French Consumer Spending m/m,0.3%,0.4%,-0.6%
Aug 30,1:45pm,EUR,yellow,French Prelim CPI m/m,0.6%,0.5%,0.2%
Aug 30,1:45pm,EUR,yellow,French Prelim GDP q/q,0.2%,0.3%,0.3%
Aug 30,2:00pm,CHF,yellow,KOF Economic Barometer,101.6,100.6,100.6
Aug 30,2:55pm,EUR,yellow,German Unemployment Change,2K,17K,17K
Aug 30,3:00pm,EUR,yellow,Italian Monthly Unemployment Rate,6.5%,7.0%,6.9%
Aug 30,3:30pm,GBP,yellow,M4 Money Supply m/m,0.3%,0.5%,0.5%
Aug 30,3:30pm,GBP,yellow,Mortgage Approvals,62K,61K,60K
Aug 30,3:30pm,GBP,yellow,Net Lending to Individuals m/m,4.0B,3.4B,3.5B
Aug 30,4:00pm,EUR,red,CPI Flash Estimate y/y,2.2%,2.2%,2.6%
Aug 30,4:00pm,EUR,orange,Core CPI Flash Estimate y/y,2.8%,2.8%,2.9%
Aug 30,4:00pm,EUR,yellow,Italian Prelim CPI m/m,0.2%,0.3%,0.4%
Aug 30,4:00pm,EUR,yellow,Unemployment Rate,6.4%,6.5%,6.5%
Aug 30,7:30pm,CAD,red,GDP m/m,0.0%,0.1%,0.1%
Aug 30,7:30pm,USD,red,Core PCE Price Index m/m,0.2%,0.2%,0.2%
Aug 30,7:30pm,USD,yellow,Personal Income m/m,0.3%,0.2%,0.2%
Aug 30,7:30pm,USD,yellow,Personal Spending m/m,0.5%,0.5%,0.3%
Aug 30,8:45pm,USD,orange,Chicago PMI,46.1,45.0,45.3
Aug 30,9:00pm,USD,orange,Revised UoM Consumer Sentiment,67.9,68.0,67.8
Aug 30,9:00pm,USD,yellow,Revised UoM Inflation Expectations,2.8%,N/A,2.9%
Aug 31,8:30am,CNY,red,Manufacturing PMI,49.1,49.5,49.4
Aug 31,8:30am,CNY,orange,Non-Manufacturing PMI,50.3,50.1,50.2
