date,time,currency,impact,event,actual,forecast,previous
Mar 7,2:00pm,EUR,yellow,German Factory Orders m/m,1.0%,-0.6%,3.4%
Mar 7,2:00pm,GBP,yellow,Halifax HPI m/m,1.1%,-0.3%,0.2%
Mar 7,3:00pm,CHF,yellow,Foreign Currency Reserves,771B,N/A,785B
Mar 7,9:21pm,NZD,yellow,GDT Price Index,-0.7%,N/A,-1.5%
Mar 7,10:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Mar 7,10:00pm,USD,yellow,Final Wholesale Inventories m/m,-0.4%,-0.4%,-0.4%
Mar 7,10:00pm,USD,yellow,RCM/TIPP Economic Optimism,46.9,47.2,45.1
Mar 8,1:00am,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
Mar 8,3:00am,USD,yellow,Consumer Credit m/m,14.8B,25.2B,10.7B
Mar 8,4:55am,AUD,red,RBA Gov Lowe Speaks,N/A,N/A,N/A
Mar 8,6:50am,JPY,yellow,Bank Lending y/y,3.3%,3.2%,3.1%
Mar 8,6:50am,JPY,yellow,Current Account,0.22T,0.80T,1.18T
Mar 8,12:00pm,JPY,yellow,Leading Indicators,96.5%,96.9%,97.2%
Mar 8,1:00pm,JPY,yellow,Economy Watchers Sentiment,52.0,49.1,48.5
Mar 8,2:00pm,EUR,yellow,German Industrial Production m/m,3.5%,1.4%,-2.4%
Mar 8,2:00pm,EUR,yellow,German Retail Sales m/m,-0.3%,2.3%,-1.7%
Mar 8,4:00pm,EUR,yellow,Italian Retail Sales m/m,1.7%,0.2%,-0.2%
Mar 8,4:30pm,GBP,yellow,MPC Member Dhingra Speaks,N/A,N/A,N/A
Mar 8,5:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Mar 8,5:00pm,EUR,yellow,Final Employment Change q/q,0.3%,0.4%,0.4%
Mar 8,5:00pm,EUR,yellow,Revised GDP q/q,0.0%,0.0%,0.1%
Mar 8,8:15pm,USD,red,ADP Non-Farm Employment Change,242K,197K,119K
Mar 8,8:30pm,CAD,yellow,Trade Balance,1.9B,-0.1B,1.2B
Mar 8,8:30pm,USD,yellow,Trade Balance,-68.3B,-68.7B,-67.2B
Mar 8,10:00pm,CAD,red,BOC Rate Statement,N/A,N/A,N/A
Mar 8,10:00pm,CAD,red,Overnight Rate,4.50%,4.50%,4.50%
Mar 8,10:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Mar 8,10:00pm,USD,red,JOLTS Job Openings,10.82M,10.58M,11.23M
Mar 8,10:30pm,USD,yellow,Crude Oil Inventories,-1.7M,1.3M,1.2M
Mar 9,1:01am,USD,orange,10-y Bond Auction,3.99|2.4,N/A,3.61|2.7
Mar 9,2:00am,USD,yellow,Beige Book,N/A,N/A,N/A
Mar 9,6:50am,JPY,yellow,Final GDP Price Index y/y,1.2%,1.1%,1.1%
Mar 9,6:50am,JPY,yellow,Final GDP q/q,0.0%,0.2%,0.2%
Mar 9,6:50am,JPY,yellow,M2 Money Stock y/y,2.6%,2.8%,2.7%
Mar 9,7:01am,GBP,yellow,RICS House Price Balance,-48%,-48%,-46%
Mar 9,8:30am,CNY,yellow,CPI y/y,1.0%,1.9%,2.1%
Mar 9,8:30am,CNY,yellow,PPI y/y,-1.4%,-1.3%,-0.8%
Mar 9,12:58pm,JPY,yellow,Prelim Machine Tool Orders y/y,-10.7%,N/A,-9.7%
Mar 9,1:30pm,EUR,yellow,French Final Private Payrolls q/q,0.2%,0.0%,0.0%
Mar 9,7:30pm,USD,yellow,Challenger Job Cuts y/y,410.1%,N/A,440.0%
Mar 9,8:30pm,USD,orange,Unemployment Claims,211K,195K,190K
Mar 9,10:00pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Mar 9,10:30pm,USD,yellow,Natural Gas Storage,-84B,-76B,-81B
Mar 10,1:01am,USD,yellow,30-y Bond Auction,3.88|2.4,N/A,3.69|2.2
Mar 10,1:30am,CAD,yellow,Gov Council Member Rogers Speaks,N/A,N/A,N/A
Mar 10,4:30am,NZD,yellow,BusinessNZ Manufacturing Index,52.0,N/A,51.2
Mar 10,4:45am,NZD,yellow,Manufacturing Sales q/q,-0.4%,N/A,5.0%
Mar 10,6:30am,JPY,yellow,Household Spending y/y,-0.3%,-0.2%,-1.3%
Mar 10,6:50am,JPY,yellow,PPI y/y,8.2%,8.4%,9.5%
Mar 10,9:31am,JPY,red,Monetary Policy Statement,N/A,N/A,N/A
Mar 10,9:31am,JPY,yellow,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
Mar 10,1:30pm,JPY,red,BOJ Press Conference,N/A,N/A,N/A
Mar 10,2:00pm,EUR,yellow,German Final CPI m/m,0.8%,0.8%,0.8%
Mar 10,2:00pm,GBP,red,GDP m/m,0.3%,0.1%,-0.5%
Mar 10,2:00pm,GBP,yellow,Construction Output m/m,-1.7%,0.0%,0.0%
Mar 10,2:00pm,GBP,yellow,Goods Trade Balance,-17.9B,-17.5B,-19.3B
Mar 10,2:00pm,GBP,yellow,Index of Services 3m/3m,0.0%,-0.1%,0.0%
Mar 10,2:00pm,GBP,yellow,Industrial Production m/m,-0.3%,0.0%,0.3%
Mar 10,2:00pm,GBP,yellow,Manufacturing Production m/m,-0.4%,0.1%,0.0%
Mar 10,2:45pm,EUR,yellow,French Trade Balance,-12.9B,-14.0B,-14.7B
Mar 10,3:30pm,CNY,orange,New Loans,1810B,1500B,4900B
Mar 10,3:30pm,CNY,yellow,M2 Money Supply y/y,12.9%,12.5%,12.6%
Mar 10,6:40pm,GBP,yellow,NIESR GDP Estimate,-0.1%,N/A,0.0%
Mar 10,8:30pm,CAD,red,Employment Change,21.8K,8.5K,150.0K
Mar 10,8:30pm,CAD,red,Unemployment Rate,5.0%,5.1%,5.0%
Mar 10,8:30pm,CAD,yellow,Capacity Utilization Rate,81.7%,82.2%,82.2%
Mar 10,8:30pm,USD,red,Average Hourly Earnings m/m,0.2%,0.3%,0.3%
Mar 10,8:30pm,USD,red,Non-Farm Employment Change,311K,224K,504K
Mar 10,8:30pm,USD,red,Unemployment Rate,3.6%,3.4%,3.4%
Mar 11,2:00am,USD,yellow,Federal Budget Balance,-262.4B,-261.0B,-38.8B
Mar 12,2:00pm,CAD,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 12,2:00pm,USD,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 13,4:30am,NZD,yellow,BusinessNZ Services Index,55.8,N/A,54.7
Mar 13,4:45am,NZD,yellow,FPI m/m,1.5%,N/A,1.7%
Mar 13,5:20am,USD,red,Fed Announcement,N/A,N/A,N/A
Mar 13,6:50am,JPY,yellow,BSI Manufacturing Index,-10.5,-4.2,-3.6
Mar 13,All Day,EUR,yellow,Eurogroup Meetings,N/A,N/A,N/A
Mar 14,1:05am,GBP,yellow,MPC Member Dhingra Speaks,N/A,N/A,N/A
Mar 14,4:45am,NZD,yellow,Visitor Arrivals m/m,-26.3%,N/A,55.6%
Mar 14,6:22am,AUD,yellow,Westpac Consumer Sentiment,0.0%,N/A,-6.9%
Mar 14,7:30am,AUD,yellow,NAB Business Confidence,-4,N/A,6
Mar 14,2:00pm,GBP,red,Claimant Count Change,-11.2K,12.5K,-30.3K
Mar 14,2:00pm,GBP,orange,Average Earnings Index 3m/y,5.7%,5.7%,6.0%
Mar 14,2:00pm,GBP,yellow,Unemployment Rate,3.7%,3.8%,3.7%
Mar 14,2:30pm,CHF,yellow,PPI m/m,-0.2%,0.5%,0.7%
Mar 14,4:00pm,EUR,yellow,Italian Industrial Production m/m,-0.7%,-0.3%,1.2%
Mar 14,4:59pm,USD,yellow,NFIB Small Business Index,90.9,90.3,90.3
Mar 14,5:02pm,GBP,yellow,10-y Bond Auction,3.50|2.4,N/A,3.53|2.4
Mar 14,All Day,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
Mar 14,7:30pm,CAD,yellow,Manufacturing Sales m/m,4.1%,-0.4%,-2.1%
Mar 14,7:30pm,USD,red,Core CPI m/m,0.5%,0.4%,0.4%
Mar 14,7:30pm,USD,red,CPI m/m,0.4%,0.4%,0.5%
Mar 14,7:30pm,USD,red,CPI y/y,6.0%,6.0%,6.4%
Mar 14,8:30pm,GBP,yellow,CB Leading Index m/m,-0.6%,N/A,-0.8%
Mar 15,4:20am,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
Mar 15,4:45am,NZD,yellow,Current Account,-9.46B,-7.64B,-11.40B
Mar 15,6:50am,JPY,yellow,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Mar 15,9:00am,CNY,yellow,Fixed Asset Investment ytd/y,5.5%,4.5%,5.1%
Mar 15,9:00am,CNY,yellow,Industrial Production y/y,2.4%,2.6%,1.3%
Mar 15,9:00am,CNY,yellow,NBS Press Conference,N/A,N/A,N/A
Mar 15,9:00am,CNY,yellow,Retail Sales y/y,3.5%,3.5%,-1.8%
Mar 15,9:00am,CNY,yellow,Unemployment Rate,5.6%,5.3%,5.5%
Mar 15,1:59pm,EUR,yellow,German WPI m/m,0.1%,0.3%,0.2%
Mar 15,2:45pm,EUR,yellow,French Final CPI m/m,1.0%,0.9%,0.9%
Mar 15,4:00pm,EUR,yellow,Italian Quarterly Unemployment Rate,7.8%,7.8%,8.0%
Mar 15,5:00pm,EUR,yellow,Industrial Production m/m,0.7%,0.3%,-1.3%
Mar 15,5:39pm,EUR,yellow,German 30-y Bond Auction,2.32|1.1,N/A,2.26|1.1
Mar 15,7:13pm,CAD,yellow,Housing Starts,244K,222K,217K
Mar 15,7:30pm,GBP,red,Annual Budget Release,N/A,N/A,N/A
Mar 15,7:30pm,USD,red,Core PPI m/m,0.0%,0.4%,0.1%
Mar 15,7:30pm,USD,red,Core Retail Sales m/m,-0.1%,-0.1%,2.4%
Mar 15,7:30pm,USD,red,Empire State Manufacturing Index,-24.6,-7.9,-5.8
Mar 15,7:30pm,USD,red,PPI m/m,-0.1%,0.3%,0.3%
Mar 15,7:30pm,USD,red,Retail Sales m/m,-0.4%,-0.3%,3.2%
Mar 15,9:00pm,USD,yellow,Business Inventories m/m,-0.1%,0.0%,0.3%
Mar 15,9:00pm,USD,yellow,NAHB Housing Market Index,44,40,42
Mar 15,9:30pm,USD,yellow,Crude Oil Inventories,1.6M,1.3M,-1.7M
Mar 16,3:00am,USD,yellow,TIC Long-Term Purchases,31.9B,130.7B,152.8B
Mar 16,4:45am,NZD,red,GDP q/q,-0.6%,-0.2%,1.7%
Mar 16,6:50am,JPY,yellow,Core Machinery Orders m/m,9.5%,1.5%,1.6%
Mar 16,6:50am,JPY,yellow,Trade Balance,-1.19T,-1.46T,-1.82T
Mar 16,7:00am,AUD,yellow,MI Inflation Expectations,5.0%,N/A,5.1%
Mar 16,7:30am,AUD,red,Employment Change,64.6K,49.7K,-10.9K
Mar 16,7:30am,AUD,red,Unemployment Rate,3.5%,3.6%,3.7%
Mar 16,7:30am,AUD,yellow,RBA Bulletin,N/A,N/A,N/A
Mar 16,8:30am,CNY,yellow,New Home Prices m/m,0.30%,N/A,0.00%
Mar 16,11:30am,JPY,yellow,Revised Industrial Production m/m,-5.3%,-4.6%,-4.6%
Mar 16,3:00pm,CHF,yellow,SECO Economic Forecasts,N/A,N/A,N/A
Mar 16,4:40pm,EUR,yellow,Spanish 10-y Bond Auction,3.36|1.6,N/A,3.77|1.9
Mar 16,7:30pm,CAD,yellow,Wholesale Sales m/m,2.4%,3.0%,-0.8%
Mar 16,7:30pm,USD,red,Unemployment Claims,192K,205K,212K
Mar 16,7:30pm,USD,orange,Philly Fed Manufacturing Index,-23.2,-14.7,-24.3
Mar 16,7:30pm,USD,yellow,Building Permits,1.52M,1.34M,1.34M
Mar 16,7:30pm,USD,yellow,Housing Starts,1.45M,1.32M,1.32M
Mar 16,7:30pm,USD,yellow,Import Prices m/m,-0.1%,-0.2%,-0.4%
Mar 16,8:15pm,EUR,red,Main Refinancing Rate,3.50%,3.50%,3.00%
Mar 16,8:15pm,EUR,red,Monetary Policy Statement,N/A,N/A,N/A
Mar 16,8:45pm,EUR,red,ECB Press Conference,N/A,N/A,N/A
Mar 16,9:00pm,USD,orange,Treasury Sec Yellen Speaks,N/A,N/A,N/A
Mar 16,9:30pm,USD,yellow,Natural Gas Storage,-58B,-62B,-84B
Mar 17,11:30am,JPY,yellow,Tertiary Industry Activity m/m,0.9%,0.5%,-0.4%
Mar 17,2:25pm,CNY,yellow,Foreign Direct Investment ytd/y,6.1%,N/A,14.5%
Mar 17,4:00pm,EUR,yellow,Italian Trade Balance,-4.19B,1.50B,1.36B
Mar 17,4:30pm,GBP,yellow,Consumer Inflation Expectations,3.9%,N/A,4.8%
Mar 17,5:00pm,EUR,yellow,Final Core CPI y/y,5.6%,5.6%,5.6%
Mar 17,5:00pm,EUR,yellow,Final CPI y/y,8.5%,8.5%,8.6%
Mar 17,7:30pm,CAD,yellow,Foreign Securities Purchases,4.21B,14.25B,21.22B
Mar 17,7:30pm,CAD,yellow,IPPI m/m,-0.8%,-0.3%,0.3%
Mar 17,7:30pm,CAD,yellow,RMPI m/m,-0.4%,-0.2%,-0.2%
Mar 17,8:15pm,USD,yellow,Capacity Utilization Rate,78.0%,78.5%,78.0%
Mar 17,8:15pm,USD,yellow,Industrial Production m/m,0.0%,0.2%,0.3%
Mar 17,9:00pm,USD,red,Prelim UoM Consumer Sentiment,63.4,66.9,67.0
Mar 17,9:00pm,USD,orange,Prelim UoM Inflation Expectations,3.8%,N/A,4.1%
Mar 17,9:00pm,USD,yellow,CB Leading Index m/m,-0.3%,-0.3%,-0.3%
Mar 20,4:00am,USD,red,Fed Announcement,N/A,N/A,N/A
Mar 20,5:05am,AUD,yellow,RBA Assist Gov Kent Speaks,N/A,N/A,N/A
Mar 20,6:50am,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
Mar 20,7:01am,GBP,yellow,Rightmove HPI m/m,0.8%,N/A,0.0%
Mar 20,8:15am,CNY,orange,1-y Loan Prime Rate,3.65%,3.65%,3.65%
Mar 20,8:15am,CNY,orange,5-y Loan Prime Rate,4.30%,4.30%,4.30%
Mar 20,2:00pm,EUR,yellow,German PPI m/m,-0.3%,-1.3%,-1.0%
Mar 20,5:00pm,EUR,yellow,Trade Balance,-11.3B,-17.3B,-13.4B
Mar 20,6:00pm,EUR,yellow,German Buba Monthly Report,N/A,N/A,N/A
Mar 20,9:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Mar 21,4:45am,NZD,yellow,Trade Balance,-714M,-1450M,-2113M
Mar 21,All Day,JPY,gray,Bank Holiday,N/A,N/A,N/A
Mar 21,7:30am,AUD,orange,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Mar 21,9:24am,NZD,yellow,Credit Card Spending y/y,25.6%,N/A,18.1%
Mar 21,2:00pm,CHF,yellow,Trade Balance,3.31B,3.45B,4.85B
Mar 21,2:00pm,GBP,yellow,Public Sector Net Borrowing,15.9B,10.1B,-9.1B
Mar 21,5:00pm,EUR,orange,German ZEW Economic Sentiment,13.0,14.9,28.1
Mar 21,5:00pm,EUR,yellow,ZEW Economic Sentiment,10.0,16.0,29.7
Mar 21,5:02pm,GBP,yellow,30-y Bond Auction,3.86|2.7,N/A,3.41|2.1
Mar 21,7:30pm,CAD,red,CPI m/m,0.4%,0.5%,0.5%
Mar 21,7:30pm,CAD,red,Median CPI y/y,4.9%,4.8%,5.0%
Mar 21,7:30pm,CAD,red,Trimmed CPI y/y,4.8%,4.9%,5.1%
Mar 21,7:30pm,CAD,orange,Common CPI y/y,6.4%,6.5%,6.6%
Mar 21,7:30pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Mar 21,7:32pm,CAD,yellow,Core CPI m/m,0.5%,N/A,0.3%
Mar 21,9:00pm,USD,orange,Existing Home Sales,4.58M,4.19M,4.00M
Mar 21,9:00pm,USD,orange,Treasury Sec Yellen Speaks,N/A,N/A,N/A
Mar 21,9:18pm,NZD,yellow,GDT Price Index,-2.6%,N/A,-0.7%
Mar 22,3:00am,NZD,yellow,Westpac Consumer Sentiment,77.7,N/A,75.6
Mar 22,6:30am,AUD,yellow,MI Leading Index m/m,-0.1%,N/A,-0.1%
Mar 22,2:00pm,GBP,red,CPI y/y,10.4%,9.9%,10.1%
Mar 22,2:00pm,GBP,yellow,Core CPI y/y,6.2%,5.7%,5.8%
Mar 22,2:00pm,GBP,yellow,PPI Input m/m,-0.1%,-0.2%,0.4%
Mar 22,2:00pm,GBP,yellow,PPI Output m/m,-0.3%,0.1%,0.5%
Mar 22,2:00pm,GBP,yellow,RPI y/y,13.8%,13.3%,13.4%
Mar 22,3:45pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Mar 22,4:02pm,EUR,yellow,Current Account,17.1B,16.5B,13.3B
Mar 22,4:30pm,GBP,yellow,HPI y/y,6.3%,7.1%,9.3%
Mar 22,5:32pm,EUR,yellow,German 10-y Bond Auction,2.32|1.4,N/A,2.56|2.0
Mar 22,6:00pm,GBP,yellow,CBI Industrial Order Expectations,-20,-15,-16
Mar 22,7:30pm,CAD,yellow,NHPI m/m,-0.2%,-0.1%,-0.2%
Mar 22,9:30pm,AUD,yellow,CB Leading Index m/m,0.0%,N/A,-0.1%
Mar 22,9:30pm,USD,yellow,Crude Oil Inventories,1.1M,-1.7M,1.6M
Mar 23,12:00am,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Mar 23,12:30am,CAD,yellow,BOC Summary of Deliberations,N/A,N/A,N/A
Mar 23,1:00am,USD,red,Federal Funds Rate,5.00%,5.00%,4.75%
Mar 23,1:00am,USD,red,FOMC Economic Projections,N/A,N/A,N/A
Mar 23,1:00am,USD,red,FOMC Statement,N/A,N/A,N/A
Mar 23,1:30am,USD,red,FOMC Press Conference,N/A,N/A,N/A
Mar 23,1:30am,USD,orange,Treasury Sec Yellen Speaks,N/A,N/A,N/A
Mar 23,3:30pm,CHF,red,SNB Monetary Policy Assessment,N/A,N/A,N/A
Mar 23,3:30pm,CHF,red,SNB Policy Rate,1.50%,1.50%,1.00%
Mar 23,4:00pm,CHF,red,SNB Press Conference,N/A,N/A,N/A
Mar 23,7:00pm,GBP,red,Monetary Policy Summary,N/A,N/A,N/A
Mar 23,7:00pm,GBP,red,MPC Official Bank Rate Votes,7-0-2,7-0-2,7-0-2
Mar 23,7:00pm,GBP,red,Official Bank Rate,4.25%,4.25%,4.00%
Mar 23,7:00pm,GBP,yellow,BOE Inflation Letter,N/A,N/A,N/A
Mar 23,7:30pm,USD,red,Unemployment Claims,191K,198K,192K
Mar 23,7:30pm,USD,yellow,Current Account,-207B,-213B,-219B
Mar 23,9:00pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Mar 23,9:00pm,USD,orange,New Home Sales,640K,650K,633K
Mar 23,9:30pm,USD,yellow,Natural Gas Storage,-72B,-75B,-58B
Mar 23,9:57pm,EUR,yellow,Consumer Confidence,-19,-18,-19
Mar 23,10:00pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Mar 24,2:00am,USD,orange,Treasury Sec Yellen Speaks,N/A,N/A,N/A
Mar 24,5:00am,AUD,yellow,Flash Manufacturing PMI,48.7,N/A,50.5
Mar 24,5:00am,AUD,yellow,Flash Services PMI,48.2,N/A,50.7
Mar 24,6:30am,JPY,orange,National Core CPI y/y,3.1%,3.1%,4.2%
