datetime,currency,impact,event,actual,forecast,previous,category_lv1,category_lv2,category_lv3,date,time
2024-02-15 00:00:00,EUR,yellow,German Buba President Nagel Speaks,,,,speak,unspecified,unspecified,2024-02-15 00:00:00,00:00:00
2024-02-15 02:30:00,CAD,yellow,Gov Council Member Mendes Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,02:30:00
2024-02-15 04:00:00,USD,yellow,FOMC Member Barr Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,04:00:00
2024-02-15 04:45:00,NZD,yellow,Visitor Arrivals m/m,-0.022000000000000002,,-0.016,other,unspecified,m/m,2024-02-15 00:00:00,04:45:00
2024-02-15 05:00:00,AUD,red,RBA Gov Bullock Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,05:00:00
2024-02-15 06:50:00,JPY,yellow,Prelim GDP Price Index y/y,0.038,0.04,0.053,gdp,prelim gdp,y/y,2024-02-15 00:00:00,06:50:00
2024-02-15 06:50:00,JPY,yellow,Prelim GDP q/q,-0.001,0.002,-0.006999999999999999,gdp,prelim gdp,q/q,2024-02-15 00:00:00,06:50:00
2024-02-15 07:00:00,AUD,yellow,MI Inflation Expectations,0.045,,0.045,inflation,inflation expectations,unspecified,2024-02-15 00:00:00,07:00:00
2024-02-15 07:30:00,AUD,red,Employment Change,500.0,26400.0,-62700.0,employment indicators,employment change,unspecified,2024-02-15 00:00:00,07:30:00
2024-02-15 07:30:00,AUD,red,Unemployment Rate,0.040999999999999995,0.04,0.039,employment indicators,unemployment rate,unspecified,2024-02-15 00:00:00,07:30:00
2024-02-15 00:00:00,CNY,gray,Bank Holiday,,,,holiday,bank holiday,unspecified,2024-02-15 00:00:00,00:00:00
2024-02-15 11:30:00,JPY,yellow,Revised Industrial Production m/m,0.013999999999999999,0.018000000000000002,0.018000000000000002,production indicators,unspecified,m/m,2024-02-15 00:00:00,11:30:00
2024-02-15 14:00:00,GBP,red,GDP m/m,-0.001,-0.002,0.002,gdp,gdp general,m/m,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,orange,Prelim GDP q/q,-0.003,-0.001,-0.001,gdp,prelim gdp,q/q,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Construction Output m/m,-0.005,-0.001,-0.006999999999999999,other,unspecified,m/m,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Goods Trade Balance,-14000000000.0,-15000000000.0,-15100000000.0,other,unspecified,unspecified,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Index of Services 3m/3m,-0.002,0.001,-0.002,other,unspecified,unspecified,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Industrial Production m/m,0.006,-0.001,0.005,production indicators,unspecified,m/m,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Manufacturing Production m/m,0.008,-0.001,0.008,other,unspecified,m/m,2024-02-15 00:00:00,14:00:00
2024-02-15 14:00:00,GBP,yellow,Prelim Business Investment q/q,0.015,-0.001,-0.032,other,unspecified,q/q,2024-02-15 00:00:00,14:00:00
2024-02-15 14:30:00,CHF,yellow,PPI m/m,-0.005,-0.002,-0.006,inflation,general ppi,m/m,2024-02-15 00:00:00,14:30:00
2024-02-15 15:00:00,CHF,yellow,SECO Consumer Climate,-41.0,-33.0,-40.0,other,unspecified,unspecified,2024-02-15 00:00:00,15:00:00
2024-02-15 15:00:00,EUR,orange,ECB President Lagarde Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,15:00:00
2024-02-15 16:00:00,EUR,yellow,Italian Trade Balance,5610000000.0,3650000000.0,3880000000.0,other,unspecified,unspecified,2024-02-15 00:00:00,16:00:00
2024-02-15 16:46:00,EUR,yellow,Spanish 10-y Bond Auction,,,,bond,bond auction,10-year,2024-02-15 00:00:00,16:46:00
2024-02-15 17:00:00,EUR,yellow,EU Economic Forecasts,,,,other,unspecified,unspecified,2024-02-15 00:00:00,17:00:00
2024-02-15 17:00:00,EUR,yellow,Trade Balance,13000000000.0,15700000000.0,15100000000.0,other,unspecified,unspecified,2024-02-15 00:00:00,17:00:00
2024-02-15 19:22:00,GBP,yellow,NIESR GDP Estimate,-0.001,,-0.003,gdp,gdp estimate,unspecified,2024-02-15 00:00:00,19:22:00
2024-02-15 20:00:00,GBP,yellow,MPC Member Greene Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,20:00:00
2024-02-15 20:15:00,CAD,yellow,Housing Starts,224000.0,236000.0,249000.0,other,unspecified,unspecified,2024-02-15 00:00:00,20:15:00
2024-02-15 20:30:00,CAD,yellow,Manufacturing Sales m/m,-0.006999999999999999,-0.005,0.015,other,unspecified,m/m,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,red,Core Retail Sales m/m,-0.006,0.002,0.004,sales indicators,retail sales,m/m,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,red,Empire State Manufacturing Index,-2.4,-13.7,-43.7,economic indicators,manufacturing index,unspecified,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,red,Retail Sales m/m,-0.008,-0.002,0.004,sales indicators,retail sales,m/m,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,red,Unemployment Claims,212000.0,219000.0,220000.0,employment indicators,unemployment claims,unspecified,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,orange,Philly Fed Manufacturing Index,5.2,-8.0,-10.6,economic indicators,unspecified,unspecified,2024-02-15 00:00:00,20:30:00
2024-02-15 20:30:00,USD,yellow,Import Prices m/m,0.008,0.0,-0.006999999999999999,other,unspecified,m/m,2024-02-15 00:00:00,20:30:00
2024-02-15 20:50:00,GBP,yellow,MPC Member Mann Speaks,,,,speak,central bank speak,unspecified,2024-02-15 00:00:00,20:50:00
2024-02-15 21:15:00,USD,orange,Industrial Production m/m,-0.001,0.002,0.0,production indicators,unspecified,m/m,2024-02-15 00:00:00,21:15:00
2024-02-15 21:15:00,USD,yellow,Capacity Utilization Rate,0.785,0.7879999999999999,0.787,other,unspecified,unspecified,2024-02-15 00:00:00,21:15:00
2024-02-15 22:00:00,USD,yellow,Business Inventories m/m,0.004,0.004,-0.001,other,unspecified,m/m,2024-02-15 00:00:00,22:00:00
2024-02-15 22:00:00,USD,yellow,NAHB Housing Market Index,48.0,46.0,44.0,other,unspecified,unspecified,2024-02-15 00:00:00,22:00:00
2024-02-15 22:30:00,AUD,yellow,CB Leading Index m/m,0.003,,0.0,other,unspecified,m/m,2024-02-15 00:00:00,22:30:00
2024-02-15 22:30:00,USD,yellow,Natural Gas Storage,-49000000000.0,-67000000000.0,-75000000000.0,other,unspecified,unspecified,2024-02-15 00:00:00,22:30:00
2024-02-16 01:00:00,EUR,yellow,German Buba President Nagel Speaks,,,,speak,unspecified,unspecified,2024-02-16 00:00:00,01:00:00
2024-02-16 01:15:00,USD,orange,FOMC Member Waller Speaks,,,,speak,central bank speak,unspecified,2024-02-16 00:00:00,01:15:00
2024-02-16 01:40:00,NZD,orange,RBNZ Gov Orr Speaks,,,,speak,central bank speak,unspecified,2024-02-16 00:00:00,01:40:00
2024-02-16 04:00:00,USD,yellow,TIC Long-Term Purchases,160200000000.0,42600000000.0,99700000000.0,other,unspecified,unspecified,2024-02-16 00:00:00,04:00:00
2024-02-16 04:30:00,NZD,yellow,BusinessNZ Manufacturing Index,47.3,,43.4,economic indicators,unspecified,unspecified,2024-02-16 00:00:00,04:30:00
2024-02-16 07:00:00,USD,yellow,FOMC Member Bostic Speaks,,,,speak,central bank speak,unspecified,2024-02-16 00:00:00,07:00:00
2024-02-16 00:00:00,CNY,gray,Bank Holiday,,,,holiday,bank holiday,unspecified,2024-02-16 00:00:00,00:00:00
2024-02-16 11:30:00,JPY,yellow,Tertiary Industry Activity m/m,0.006999999999999999,0.002,-0.013999999999999999,other,unspecified,m/m,2024-02-16 00:00:00,11:30:00
2024-02-16 14:00:00,EUR,yellow,German WPI m/m,0.001,-0.004,-0.006,other,unspecified,m/m,2024-02-16 00:00:00,14:00:00
2024-02-16 14:00:00,GBP,red,Retail Sales m/m,0.034,0.015,-0.033,sales indicators,retail sales,m/m,2024-02-16 00:00:00,14:00:00
2024-02-16 14:45:00,EUR,yellow,French Final CPI m/m,-0.002,-0.002,-0.002,inflation,general cpi,m/m,2024-02-16 00:00:00,14:45:00
2024-02-16 20:30:00,CAD,yellow,Foreign Securities Purchases,10440000000.0,-6450000000.0,11310000000.0,other,unspecified,unspecified,2024-02-16 00:00:00,20:30:00
2024-02-16 20:30:00,CAD,yellow,Wholesale Sales m/m,0.003,0.006999999999999999,0.009000000000000001,other,unspecified,m/m,2024-02-16 00:00:00,20:30:00
2024-02-16 20:30:00,USD,red,Core PPI m/m,0.005,0.001,-0.001,inflation,general ppi,m/m,2024-02-16 00:00:00,20:30:00
2024-02-16 20:30:00,USD,red,PPI m/m,0.003,0.001,-0.001,inflation,general ppi,m/m,2024-02-16 00:00:00,20:30:00
2024-02-16 20:30:00,USD,orange,Building Permits,1470000.0,1510000.0,1490000.0,other,unspecified,unspecified,2024-02-16 00:00:00,20:30:00
2024-02-16 20:30:00,USD,yellow,Housing Starts,1330000.0,1450000.0,1560000.0,other,unspecified,unspecified,2024-02-16 00:00:00,20:30:00
2024-02-16 21:10:00,USD,yellow,FOMC Member Barr Speaks,,,,speak,central bank speak,unspecified,2024-02-16 00:00:00,21:10:00
2024-02-16 22:00:00,USD,red,Prelim UoM Consumer Sentiment,79.6,80.0,79.0,economic indicators,consumer sentiment,unspecified,2024-02-16 00:00:00,22:00:00
2024-02-16 22:00:00,USD,orange,Prelim UoM Inflation Expectations,0.03,,0.028999999999999998,inflation,inflation expectations,unspecified,2024-02-16 00:00:00,22:00:00
2024-02-17 00:45:00,USD,yellow,FOMC Member Daly Speaks,,,,speak,central bank speak,unspecified,2024-02-17 00:00:00,00:45:00
2024-02-17 02:40:00,GBP,yellow,MPC Member Pill Speaks,,,,speak,central bank speak,unspecified,2024-02-17 00:00:00,02:40:00
2024-02-19 04:30:00,NZD,yellow,BusinessNZ Services Index,52.1,,48.8,other,unspecified,unspecified,2024-02-19 00:00:00,04:30:00
2024-02-19 06:50:00,JPY,yellow,Core Machinery Orders m/m,0.027000000000000003,0.027000000000000003,-0.049,other,unspecified,m/m,2024-02-19 00:00:00,06:50:00
2024-02-19 07:01:00,GBP,yellow,Rightmove HPI m/m,0.009000000000000001,,0.013000000000000001,other,unspecified,m/m,2024-02-19 00:00:00,07:01:00
2024-02-19 18:00:00,EUR,yellow,German Buba Monthly Report,,,,other,unspecified,monthly,2024-02-19 00:00:00,18:00:00
2024-02-19 00:00:00,CAD,gray,Bank Holiday,,,,holiday,bank holiday,unspecified,2024-02-19 00:00:00,00:00:00
2024-02-19 00:00:00,USD,gray,Bank Holiday,,,,holiday,bank holiday,unspecified,2024-02-19 00:00:00,00:00:00
2024-02-19 20:30:00,CAD,yellow,IPPI m/m,-0.001,-0.001,-0.016,inflation,general ppi,m/m,2024-02-19 00:00:00,20:30:00
2024-02-19 20:30:00,CAD,yellow,RMPI m/m,0.012,0.006999999999999999,-0.049,other,unspecified,m/m,2024-02-19 00:00:00,20:30:00
2024-02-20 07:30:00,AUD,red,Monetary Policy Meeting Minutes,,,,monetary policy,meeting minutes,unspecified,2024-02-20 00:00:00,07:30:00
2024-02-20 08:15:00,CNY,orange,1-y Loan Prime Rate,0.0345,0.0345,0.0345,other,unspecified,unspecified,2024-02-20 00:00:00,08:15:00
2024-02-20 08:15:00,CNY,orange,5-y Loan Prime Rate,0.0395,0.040999999999999995,0.042,other,unspecified,unspecified,2024-02-20 00:00:00,08:15:00
2024-02-20 14:00:00,CHF,yellow,Trade Balance,4740000000.0,2350000000.0,1270000000.0,other,unspecified,unspecified,2024-02-20 00:00:00,14:00:00
2024-02-20 16:00:00,EUR,yellow,Current Account,31900000000.0,20300000000.0,22500000000.0,other,unspecified,unspecified,2024-02-20 00:00:00,16:00:00
2024-02-20 17:15:00,GBP,orange,Monetary Policy Report Hearings,,,,monetary policy,policy statement/report,unspecified,2024-02-20 00:00:00,17:15:00
2024-02-20 20:30:00,CAD,red,CPI m/m,0.0,0.004,-0.003,inflation,general cpi,m/m,2024-02-20 00:00:00,20:30:00
2024-02-20 20:30:00,CAD,red,Median CPI y/y,0.033,0.036000000000000004,0.035,inflation,general cpi,y/y,2024-02-20 00:00:00,20:30:00
2024-02-20 20:30:00,CAD,red,Trimmed CPI y/y,0.034,0.036000000000000004,0.037000000000000005,inflation,general cpi,y/y,2024-02-20 00:00:00,20:30:00
2024-02-20 20:30:00,CAD,orange,Common CPI y/y,0.034,0.038,0.039,inflation,general cpi,y/y,2024-02-20 00:00:00,20:30:00
2024-02-20 20:30:00,CAD,yellow,Core CPI m/m,0.001,,-0.005,inflation,general cpi,m/m,2024-02-20 00:00:00,20:30:00
2024-02-20 21:36:00,NZD,yellow,GDT Price Index,0.005,,0.042,other,unspecified,unspecified,2024-02-20 00:00:00,21:36:00
2024-02-20 22:00:00,USD,yellow,CB Leading Index m/m,-0.004,-0.003,-0.002,other,unspecified,m/m,2024-02-20 00:00:00,22:00:00
2024-02-21 04:45:00,NZD,yellow,PPI Input q/q,0.009000000000000001,0.005,0.012,inflation,ppi input,q/q,2024-02-21 00:00:00,04:45:00
2024-02-21 04:45:00,NZD,yellow,PPI Output q/q,0.006999999999999999,0.004,0.008,inflation,ppi output,q/q,2024-02-21 00:00:00,04:45:00
2024-02-21 06:30:00,AUD,yellow,MI Leading Index m/m,-0.001,,0.0,other,unspecified,m/m,2024-02-21 00:00:00,06:30:00
2024-02-21 06:50:00,JPY,yellow,Trade Balance,240000000000.0,-230000000000.0,-440000000000.0,other,unspecified,unspecified,2024-02-21 00:00:00,06:50:00
2024-02-21 07:30:00,AUD,red,Wage Price Index q/q,0.009000000000000001,0.009000000000000001,0.013000000000000001,other,employment indicators,q/q,2024-02-21 00:00:00,07:30:00
2024-02-21 14:00:00,GBP,yellow,Public Sector Net Borrowing,-17600000000.0,-18400000000.0,6500000000.0,other,unspecified,unspecified,2024-02-21 00:00:00,14:00:00
2024-02-21 17:35:00,EUR,yellow,German 10-y Bond Auction,,,,bond,bond auction,10-year,2024-02-21 00:00:00,17:35:00
2024-02-21 18:00:00,GBP,yellow,CBI Industrial Order Expectations,-20.0,-27.0,-30.0,other,unspecified,unspecified,2024-02-21 00:00:00,18:00:00
2024-02-21 20:00:00,USD,yellow,FOMC Member Bostic Speaks,,,,speak,central bank speak,unspecified,2024-02-21 00:00:00,20:00:00
2024-02-21 20:30:00,CAD,yellow,NHPI m/m,-0.001,0.001,0.0,other,unspecified,m/m,2024-02-21 00:00:00,20:30:00
2024-02-21 21:00:00,GBP,yellow,MPC Member Dhingra Speaks,,,,speak,central bank speak,unspecified,2024-02-21 00:00:00,21:00:00
2024-02-21 21:10:00,USD,orange,FOMC Member Barkin Speaks,,,,speak,central bank speak,unspecified,2024-02-21 00:00:00,21:10:00
2024-02-21 22:00:00,EUR,yellow,Consumer Confidence,-16.0,-16.0,-16.0,economic indicators,unspecified,unspecified,2024-02-21 00:00:00,22:00:00
2024-02-22 01:00:00,USD,yellow,FOMC Member Bowman Speaks,,,,speak,central bank speak,unspecified,2024-02-22 00:00:00,01:00:00
2024-02-22 02:00:00,USD,red,FOMC Meeting Minutes,,,,monetary policy,meeting minutes,unspecified,2024-02-22 00:00:00,02:00:00
2024-02-22 04:45:00,NZD,yellow,Trade Balance,-976000000.0,-200000000.0,-368000000.0,other,unspecified,unspecified,2024-02-22 00:00:00,04:45:00
2024-02-22 05:00:00,AUD,yellow,Flash Manufacturing PMI,47.7,,50.1,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,05:00:00
2024-02-22 05:00:00,AUD,yellow,Flash Services PMI,52.8,,49.1,production indicators,services pmi,unspecified,2024-02-22 00:00:00,05:00:00
2024-02-22 07:30:00,JPY,yellow,Flash Manufacturing PMI,47.2,48.2,48.0,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,07:30:00
2024-02-22 09:05:00,NZD,yellow,Credit Card Spending y/y,-0.003,,0.043,other,unspecified,y/y,2024-02-22 00:00:00,09:05:00
2024-02-22 13:30:00,GBP,yellow,MPC Member Greene Speaks,,,,speak,central bank speak,unspecified,2024-02-22 00:00:00,13:30:00
2024-02-22 15:15:00,EUR,red,French Flash Manufacturing PMI,46.8,43.5,43.1,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,15:15:00
2024-02-22 15:15:00,EUR,red,French Flash Services PMI,48.0,45.7,45.4,production indicators,services pmi,unspecified,2024-02-22 00:00:00,15:15:00
2024-02-22 15:30:00,EUR,red,German Flash Manufacturing PMI,42.3,46.1,45.5,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,15:30:00
2024-02-22 15:30:00,EUR,red,German Flash Services PMI,48.2,48.0,47.7,production indicators,services pmi,unspecified,2024-02-22 00:00:00,15:30:00
2024-02-22 16:00:00,EUR,orange,Flash Manufacturing PMI,46.1,47.0,46.6,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,16:00:00
2024-02-22 16:00:00,EUR,orange,Flash Services PMI,50.0,48.8,48.4,production indicators,services pmi,unspecified,2024-02-22 00:00:00,16:00:00
2024-02-22 16:30:00,GBP,red,Flash Manufacturing PMI,47.1,47.5,47.0,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,16:30:00
2024-02-22 16:30:00,GBP,red,Flash Services PMI,54.3,54.2,54.3,production indicators,services pmi,unspecified,2024-02-22 00:00:00,16:30:00
2024-02-22 17:00:00,EUR,yellow,Final Core CPI y/y,0.033,0.033,0.033,inflation,general cpi,y/y,2024-02-22 00:00:00,17:00:00
2024-02-22 17:00:00,EUR,yellow,Final CPI y/y,0.027999999999999997,0.027999999999999997,0.027999999999999997,inflation,general cpi,y/y,2024-02-22 00:00:00,17:00:00
2024-02-22 00:00:00,EUR,yellow,ECOFIN Meetings,,,,political events,unspecified,unspecified,2024-02-22 00:00:00,00:00:00
2024-02-22 19:30:00,EUR,yellow,ECB Monetary Policy Meeting Accounts,,,,monetary policy,meeting minutes,unspecified,2024-02-22 00:00:00,19:30:00
2024-02-22 20:30:00,CAD,orange,Core Retail Sales m/m,0.006,0.006999999999999999,-0.004,sales indicators,retail sales,m/m,2024-02-22 00:00:00,20:30:00
2024-02-22 20:30:00,CAD,orange,Retail Sales m/m,0.009000000000000001,0.008,0.0,sales indicators,retail sales,m/m,2024-02-22 00:00:00,20:30:00
2024-02-22 20:30:00,USD,red,Unemployment Claims,201000.0,217000.0,213000.0,employment indicators,unemployment claims,unspecified,2024-02-22 00:00:00,20:30:00
2024-02-22 21:00:00,CNY,yellow,CB Leading Index m/m,-0.001,,-0.003,other,unspecified,m/m,2024-02-22 00:00:00,21:00:00
2024-02-22 21:45:00,USD,red,Flash Manufacturing PMI,51.5,50.5,50.7,production indicators,manufacturing pmi,unspecified,2024-02-22 00:00:00,21:45:00
2024-02-22 21:45:00,USD,red,Flash Services PMI,51.3,52.4,52.5,production indicators,services pmi,unspecified,2024-02-22 00:00:00,21:45:00
2024-02-22 22:00:00,USD,orange,Existing Home Sales,4000000.0,3960000.0,3880000.0,other,unspecified,unspecified,2024-02-22 00:00:00,22:00:00
2024-02-22 22:00:00,USD,yellow,FOMC Member Jefferson Speaks,,,,speak,central bank speak,unspecified,2024-02-22 00:00:00,22:00:00
2024-02-22 22:30:00,USD,yellow,Natural Gas Storage,-60000000000.0,-59000000000.0,-49000000000.0,other,unspecified,unspecified,2024-02-22 00:00:00,22:30:00
2024-02-22 23:00:00,USD,yellow,Crude Oil Inventories,3500000.0,3900000.0,12000000.0,other,unspecified,unspecified,2024-02-22 00:00:00,23:00:00
2024-02-23 04:45:00,NZD,orange,Retail Sales q/q,-0.019,-0.002,-0.008,sales indicators,retail sales,q/q,2024-02-23 00:00:00,04:45:00
2024-02-23 04:45:00,NZD,yellow,Core Retail Sales q/q,-0.017,-0.001,0.004,sales indicators,retail sales,q/q,2024-02-23 00:00:00,04:45:00
2024-02-23 05:00:00,USD,yellow,FOMC Member Cook Speaks,,,,speak,central bank speak,unspecified,2024-02-23 00:00:00,05:00:00
2024-02-23 00:00:00,JPY,gray,Bank Holiday,,,,holiday,bank holiday,unspecified,2024-02-23 00:00:00,00:00:00
2024-02-23 07:01:00,GBP,yellow,GfK Consumer Confidence,-21.0,-18.0,-19.0,economic indicators,unspecified,unspecified,2024-02-23 00:00:00,07:01:00
2024-02-23 07:35:00,USD,orange,FOMC Member Waller Speaks,,,,speak,central bank speak,unspecified,2024-02-23 00:00:00,07:35:00
2024-02-23 08:30:00,CNY,yellow,New Home Prices m/m,-0.0037,,-0.0045000000000000005,other,unspecified,m/m,2024-02-23 00:00:00,08:30:00
2024-02-23 14:00:00,EUR,yellow,German Final GDP q/q,-0.003,-0.003,-0.003,gdp,final gdp,q/q,2024-02-23 00:00:00,14:00:00
2024-02-23 15:00:00,GBP,yellow,MPC Member Greene Speaks,,,,speak,central bank speak,unspecified,2024-02-23 00:00:00,15:00:00
2024-02-23 15:30:00,CHF,yellow,Gov Board Member Schlegel Speaks,,,,speak,central bank speak,unspecified,2024-02-23 00:00:00,15:30:00
2024-02-23 15:33:00,CNY,yellow,Foreign Direct Investment ytd/y,-0.11699999999999999,,-0.08,other,unspecified,unspecified,2024-02-23 00:00:00,15:33:00
2024-02-23 16:00:00,EUR,orange,German ifo Business Climate,85.5,85.5,85.2,other,unspecified,unspecified,2024-02-23 00:00:00,16:00:00
2024-02-23 17:00:00,EUR,yellow,German Buba President Nagel Speaks,,,,speak,unspecified,unspecified,2024-02-23 00:00:00,17:00:00
2024-02-23 00:00:00,EUR,yellow,ECOFIN Meetings,,,,political events,unspecified,unspecified,2024-02-23 00:00:00,00:00:00
2024-02-23 00:00:00,EUR,yellow,Eurogroup Meetings,,,,political events,unspecified,unspecified,2024-02-23 00:00:00,00:00:00
2024-02-23 20:30:00,CAD,yellow,Corporate Profits q/q,0.027000000000000003,,0.047,other,unspecified,q/q,2024-02-23 00:00:00,20:30:00
2024-02-23 20:56:00,EUR,yellow,Belgian NBB Business Climate,-12.8,-16.0,-16.4,other,unspecified,unspecified,2024-02-23 00:00:00,20:56:00
2024-02-24 00:00:00,EUR,yellow,ECOFIN Meetings,,,,political events,unspecified,unspecified,2024-02-24 00:00:00,00:00:00
2024-02-26 06:50:00,JPY,yellow,SPPI y/y,0.021,0.024,0.024,inflation,general ppi,y/y,2024-02-26 00:00:00,06:50:00
2024-02-26 16:00:00,GBP,yellow,MPC Member Breeden Speaks,,,,speak,central bank speak,unspecified,2024-02-26 00:00:00,16:00:00
2024-02-26 18:00:00,GBP,yellow,CBI Realized Sales,-7.0,-33.0,-50.0,other,unspecified,unspecified,2024-02-26 00:00:00,18:00:00
2024-02-26 18:00:00,GBP,yellow,MPC Member Pill Speaks,,,,speak,central bank speak,unspecified,2024-02-26 00:00:00,18:00:00
2024-02-26 22:00:00,USD,orange,New Home Sales,661000.0,680000.0,651000.0,sales indicators,new home sales,unspecified,2024-02-26 00:00:00,22:00:00
2024-02-26 23:00:00,EUR,orange,ECB President Lagarde Speaks,,,,speak,central bank speak,unspecified,2024-02-26 00:00:00,23:00:00
2024-02-27 06:30:00,JPY,yellow,National Core CPI y/y,0.02,0.019,0.023,inflation,general cpi,y/y,2024-02-27 00:00:00,06:30:00
2024-02-27 07:01:00,GBP,yellow,BRC Shop Price Index y/y,0.025,,0.028999999999999998,other,unspecified,y/y,2024-02-27 00:00:00,07:01:00
2024-02-27 14:00:00,EUR,yellow,German GfK Consumer Climate,-29.0,-29.0,-29.6,other,unspecified,unspecified,2024-02-27 00:00:00,14:00:00
2024-02-27 16:00:00,EUR,yellow,M3 Money Supply y/y,0.001,0.003,0.002,other,unspecified,y/y,2024-02-27 00:00:00,16:00:00
2024-02-27 16:00:00,EUR,yellow,Private Loans y/y,0.003,0.004,0.004,other,unspecified,y/y,2024-02-27 00:00:00,16:00:00
2024-02-27 20:30:00,USD,red,Durable Goods Orders m/m,-0.061,-0.049,-0.003,other,manufacturing index,m/m,2024-02-27 00:00:00,20:30:00
2024-02-27 20:30:00,USD,orange,Core Durable Goods Orders m/m,-0.003,0.002,0.005,other,manufacturing index,m/m,2024-02-27 00:00:00,20:30:00
2024-02-27 20:40:00,GBP,yellow,MPC Member Ramsden Speaks,,,,speak,central bank speak,unspecified,2024-02-27 00:00:00,20:40:00
2024-02-27 21:00:00,USD,orange,S&P/CS Composite-20 HPI y/y,0.061,0.06,0.054000000000000006,other,unspecified,y/y,2024-02-27 00:00:00,21:00:00
2024-02-27 21:00:00,USD,yellow,HPI m/m,0.001,0.003,0.004,other,unspecified,m/m,2024-02-27 00:00:00,21:00:00
2024-02-27 21:05:00,USD,yellow,FOMC Member Barr Speaks,,,,speak,central bank speak,unspecified,2024-02-27 00:00:00,21:05:00
2024-02-27 21:59:00,USD,orange,Richmond Manufacturing Index,-5.0,-4.0,-15.0,economic indicators,unspecified,unspecified,2024-02-27 00:00:00,21:59:00
2024-02-27 22:00:00,USD,red,CB Consumer Confidence,106.7,114.8,110.9,economic indicators,consumer confidence,unspecified,2024-02-27 00:00:00,22:00:00
2024-02-28 07:30:00,AUD,red,CPI y/y,0.034,0.036000000000000004,0.034,inflation,general cpi,y/y,2024-02-28 00:00:00,07:30:00
2024-02-28 07:30:00,AUD,yellow,Construction Work Done q/q,0.006999999999999999,0.006,0.013999999999999999,other,unspecified,q/q,2024-02-28 00:00:00,07:30:00
2024-02-28 08:00:00,NZD,red,Official Cash Rate,0.055,0.055,0.055,monetary policy,rate decision,unspecified,2024-02-28 00:00:00,08:00:00
2024-02-28 08:00:00,NZD,red,RBNZ Monetary Policy Statement,,,,monetary policy,policy statement/report,unspecified,2024-02-28 00:00:00,08:00:00
2024-02-28 08:00:00,NZD,red,RBNZ Rate Statement,,,,monetary policy,rate statement/policy rate,unspecified,2024-02-28 00:00:00,08:00:00
2024-02-28 09:00:00,NZD,orange,RBNZ Press Conference,,,,speak,press conference,unspecified,2024-02-28 00:00:00,09:00:00
2024-02-28 16:00:00,CHF,yellow,UBS Economic Expectations,10.2,,-19.5,other,unspecified,unspecified,2024-02-28 00:00:00,16:00:00
2024-02-28 17:19:00,EUR,yellow,Italian 10-y Bond Auction,,,,bond,bond auction,10-year,2024-02-28 00:00:00,17:19:00
2024-02-28 20:30:00,CAD,yellow,Current Account,-1600000000.0,-1900000000.0,-4700000000.0,other,unspecified,unspecified,2024-02-28 00:00:00,20:30:00
2024-02-28 20:30:00,USD,red,Prelim GDP q/q,0.032,0.033,0.033,gdp,prelim gdp,q/q,2024-02-28 00:00:00,20:30:00
2024-02-28 20:30:00,USD,orange,Prelim GDP Price Index q/q,0.016,0.015,0.015,gdp,prelim gdp,q/q,2024-02-28 00:00:00,20:30:00
2024-02-28 20:30:00,USD,yellow,Goods Trade Balance,-90200000000.0,-88400000000.0,-87900000000.0,other,unspecified,unspecified,2024-02-28 00:00:00,20:30:00
2024-02-28 20:30:00,USD,yellow,Prelim Wholesale Inventories m/m,-0.001,0.001,0.004,other,unspecified,m/m,2024-02-28 00:00:00,20:30:00
2024-02-28 22:30:00,GBP,yellow,MPC Member Mann Speaks,,,,speak,central bank speak,unspecified,2024-02-28 00:00:00,22:30:00
2024-02-28 22:30:00,USD,yellow,Crude Oil Inventories,4200000.0,3100000.0,3500000.0,other,unspecified,unspecified,2024-02-28 00:00:00,22:30:00
2024-02-29 00:00:00,USD,yellow,FOMC Member Bostic Speaks,,,,speak,central bank speak,unspecified,2024-02-29 00:00:00,00:00:00
