event_date,time_raw,event_datetime_utc,event_datetime_hcm,currency,impact,event,actual,forecast,previous,source_timezone,updated_at
2026-02-02,9:30pm,2026-02-02T14:30:00+00:00,2026-02-02T21:30:00+07:00,CAD,yellow,Manufacturing PMI,50.4,,48.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-02,9:45pm,2026-02-02T14:45:00+00:00,2026-02-02T21:45:00+07:00,USD,yellow,Final Manufacturing PMI,52.4,51.9,51.9,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,,,,AUD,red,RBA Monetary Policy Statement,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,,,,AUD,red,RBA Rate Statement,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,10:01pm,2026-02-03T15:01:00+00:00,2026-02-03T22:01:00+07:00,USD,yellow,RCM/TIPP Economic Optimism,48.8,47.9,47.2,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,10:35am,2026-02-03T03:35:00+00:00,2026-02-03T10:35:00+07:00,JPY,yellow,10-y Bond Auction,2.25|3.0,,2.10|3.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,11:30am,2026-02-03T04:30:00+00:00,2026-02-03T11:30:00+07:00,AUD,red,RBA Press Conference,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,2:00am,2026-02-02T19:00:00+00:00,2026-02-03T02:00:00+07:00,USD,yellow,Loan Officer Survey,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,2:45pm,2026-02-03T07:45:00+00:00,2026-02-03T14:45:00+07:00,EUR,yellow,French Gov Budget Balance,-124.7B,,-155.4B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,2:45pm,2026-02-03T07:45:00+00:00,2026-02-03T14:45:00+07:00,EUR,yellow,French Prelim CPI m/m,-0.3%,-0.1%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,3:00pm,2026-02-03T08:00:00+00:00,2026-02-03T15:00:00+07:00,EUR,yellow,Spanish Unemployment Change,30.4K,13.4K,-16.3K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,4:45am,2026-02-02T21:45:00+00:00,2026-02-03T04:45:00+07:00,NZD,yellow,Building Consents m/m,-4.6%,,2.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,5:02pm,2026-02-03T10:02:00+00:00,2026-02-03T17:02:00+07:00,GBP,yellow,10-y Bond Auction,4.59|3.6,,4.46|3.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,6:50am,2026-02-02T23:50:00+00:00,2026-02-03T06:50:00+07:00,JPY,yellow,Monetary Base y/y,-9.5%,-10.3%,-9.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,7:30am,2026-02-03T00:30:00+00:00,2026-02-03T07:30:00+07:00,AUD,yellow,Building Approvals m/m,-14.9%,-6.2%,13.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,8:00pm,2026-02-03T13:00:00+00:00,2026-02-03T20:00:00+07:00,USD,yellow,FOMC Member Barkin Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,9:40pm,2026-02-03T14:40:00+00:00,2026-02-03T21:40:00+07:00,USD,yellow,FOMC Member Bowman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-03,All Day,,,USD,yellow,Omdia Total Vehicle Sales,14.9M,15.3M,16.0M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,,,,EUR,orange,CPI Flash Estimate y/y,1.7%,1.7%,1.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,10:00pm,2026-02-04T15:00:00+00:00,2026-02-04T22:00:00+07:00,USD,red,ISM Services PMI,53.8,53.5,54.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,10:30pm,2026-02-04T15:30:00+00:00,2026-02-04T22:30:00+07:00,USD,yellow,Crude Oil Inventories,-3.5M,-2.0M,-2.3M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,11:30am,2026-02-04T04:30:00+00:00,2026-02-04T11:30:00+07:00,NZD,red,Unemployment Rate,5.4%,5.3%,5.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,12:10pm,2026-02-04T05:10:00+00:00,2026-02-04T12:10:00+07:00,AUD,yellow,RBA Assist Gov Jones Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,3:15pm,2026-02-04T08:15:00+00:00,2026-02-04T15:15:00+07:00,EUR,yellow,Spanish Services PMI,53.5,56.6,57.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,3:45pm,2026-02-04T08:45:00+00:00,2026-02-04T15:45:00+07:00,EUR,yellow,Italian Services PMI,52.9,51.3,51.5,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,3:50pm,2026-02-04T08:50:00+00:00,2026-02-04T15:50:00+07:00,EUR,yellow,French Final Services PMI,48.4,47.9,47.9,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,3:55pm,2026-02-04T08:55:00+00:00,2026-02-04T15:55:00+07:00,EUR,yellow,German Final Services PMI,52.4,53.3,53.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,4:00pm,2026-02-04T09:00:00+00:00,2026-02-04T16:00:00+07:00,EUR,yellow,Final Services PMI,51.6,51.9,51.9,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,4:30pm,2026-02-04T09:30:00+00:00,2026-02-04T16:30:00+07:00,GBP,yellow,Final Services PMI,54.0,54.2,54.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,4:45am,2026-02-03T21:45:00+00:00,2026-02-04T04:45:00+07:00,NZD,yellow,Labor Cost Index q/q,0.4%,0.5%,0.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,5:00pm,2026-02-04T10:00:00+00:00,2026-02-04T17:00:00+07:00,EUR,yellow,Italian Prelim CPI m/m,0.4%,0.4%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,5:00pm,2026-02-04T10:00:00+00:00,2026-02-04T17:00:00+07:00,EUR,yellow,PPI m/m,-0.3%,-0.3%,0.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,5:56am,2026-02-03T22:56:00+00:00,2026-02-04T05:56:00+07:00,NZD,yellow,GDT Price Index,6.7%,,1.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,7:00am,2026-02-04T00:00:00+00:00,2026-02-04T07:00:00+07:00,NZD,yellow,ANZ Commodity Prices m/m,2.0%,,-2.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,8:15pm,2026-02-04T13:15:00+00:00,2026-02-04T20:15:00+07:00,USD,red,ADP Non-Farm Employment Change,22K,46K,37K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,8:45am,2026-02-04T01:45:00+00:00,2026-02-04T08:45:00+07:00,CNY,yellow,RatingDog Services PMI,52.3,52.0,52.0,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-04,9:45pm,2026-02-04T14:45:00+00:00,2026-02-04T21:45:00+07:00,USD,yellow,Final Services PMI,52.7,52.5,52.5,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:00pm,2026-02-05T15:00:00+00:00,2026-02-05T22:00:00+07:00,GBP,red,MPC Official Bank Rate Votes,0-4-5,0-2-7,0-5-4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:00pm,2026-02-05T15:00:00+00:00,2026-02-05T22:00:00+07:00,GBP,red,Monetary Policy Summary,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:00pm,2026-02-05T15:00:00+00:00,2026-02-05T22:00:00+07:00,GBP,red,Official Bank Rate,3.75%,3.75%,3.75%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:00pm,2026-02-05T15:00:00+00:00,2026-02-05T22:00:00+07:00,USD,red,JOLTS Job Openings,6.54M,7.25M,6.93M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:30pm,2026-02-05T15:30:00+00:00,2026-02-05T22:30:00+07:00,USD,yellow,Natural Gas Storage,-360B,-379B,-242B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:35am,2026-02-05T03:35:00+00:00,2026-02-05T10:35:00+07:00,JPY,yellow,30-y Bond Auction,3.62|3.6,,3.45|3.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,10:50pm,2026-02-05T15:50:00+00:00,2026-02-05T22:50:00+07:00,USD,yellow,FOMC Member Bostic Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,2:00pm,2026-02-05T07:00:00+00:00,2026-02-05T14:00:00+07:00,EUR,yellow,German Factory Orders m/m,7.8%,-1.8%,5.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,2:45pm,2026-02-05T07:45:00+00:00,2026-02-05T14:45:00+07:00,EUR,yellow,French Industrial Production m/m,-0.7%,0.2%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,4:00pm,2026-02-05T09:00:00+00:00,2026-02-05T16:00:00+07:00,EUR,yellow,Italian Retail Sales m/m,-0.8%,-0.4%,0.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,4:30pm,2026-02-05T09:30:00+00:00,2026-02-05T16:30:00+07:00,GBP,yellow,Construction PMI,46.4,42.2,40.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,4:43pm,2026-02-05T09:43:00+00:00,2026-02-05T16:43:00+07:00,EUR,yellow,Spanish 10-y Bond Auction,3.22|2.4,,3.20|1.9,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,5:00pm,2026-02-05T10:00:00+00:00,2026-02-05T17:00:00+07:00,EUR,yellow,Retail Sales m/m,-0.5%,-0.2%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,5:01pm,2026-02-05T10:01:00+00:00,2026-02-05T17:01:00+07:00,EUR,yellow,French 10-y Bond Auction,3.45|2.4,,3.53|2.0,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,7:30am,2026-02-05T00:30:00+00:00,2026-02-05T07:30:00+07:00,AUD,yellow,Goods Trade Balance,3.37B,3.42B,2.60B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,7:30pm,2026-02-05T12:30:00+00:00,2026-02-05T19:30:00+07:00,GBP,red,BOE Gov Bailey Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,7:30pm,2026-02-05T12:30:00+00:00,2026-02-05T19:30:00+07:00,USD,yellow,Challenger Job Cuts y/y,117.8%,,-8.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,8:15pm,2026-02-05T13:15:00+00:00,2026-02-05T20:15:00+07:00,EUR,red,Main Refinancing Rate,2.15%,2.15%,2.15%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,8:15pm,2026-02-05T13:15:00+00:00,2026-02-05T20:15:00+07:00,EUR,red,Monetary Policy Statement,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,8:30pm,2026-02-05T13:30:00+00:00,2026-02-05T20:30:00+07:00,USD,red,Unemployment Claims,231K,212K,209K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-05,8:45pm,2026-02-05T13:45:00+00:00,2026-02-05T20:45:00+07:00,EUR,red,ECB Press Conference,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,10:00pm,2026-02-06T15:00:00+00:00,2026-02-06T22:00:00+07:00,CAD,orange,Ivey PMI,50.9,49.7,51.9,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,10:00pm,2026-02-06T15:00:00+00:00,2026-02-06T22:00:00+07:00,USD,red,Prelim UoM Consumer Sentiment,57.3,55.0,56.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,10:00pm,2026-02-06T15:00:00+00:00,2026-02-06T22:00:00+07:00,USD,red,Prelim UoM Inflation Expectations,3.5%,,4.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,12:00pm,2026-02-06T05:00:00+00:00,2026-02-06T12:00:00+07:00,JPY,yellow,Leading Indicators,110.2%,109.8%,109.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,2:00pm,2026-02-06T07:00:00+00:00,2026-02-06T14:00:00+07:00,EUR,yellow,German Industrial Production m/m,-1.9%,-0.2%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,2:00pm,2026-02-06T07:00:00+00:00,2026-02-06T14:00:00+07:00,EUR,yellow,German Trade Balance,17.1B,14.1B,13.6B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,2:00pm,2026-02-06T07:00:00+00:00,2026-02-06T14:00:00+07:00,GBP,yellow,Lloyds HPI m/m,0.7%,0.1%,-0.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,2:45pm,2026-02-06T07:45:00+00:00,2026-02-06T14:45:00+07:00,EUR,yellow,French Trade Balance,-4.8B,-3.8B,-4.0B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,3:00pm,2026-02-06T08:00:00+00:00,2026-02-06T15:00:00+07:00,CHF,yellow,Foreign Currency Reserves,712B,,725B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,3:00pm,2026-02-06T08:00:00+00:00,2026-02-06T15:00:00+07:00,CHF,yellow,Unemployment Rate,2.9%,3.0%,3.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,5:30am,2026-02-05T22:30:00+00:00,2026-02-06T05:30:00+07:00,AUD,red,RBA Gov Bullock Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,7:00pm,2026-02-06T12:00:00+00:00,2026-02-06T19:00:00+07:00,GBP,yellow,MPC Member Pill Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,8:30pm,2026-02-06T13:30:00+00:00,2026-02-06T20:30:00+07:00,CAD,red,Employment Change,-24.8K,5.2K,8.2K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-06,8:30pm,2026-02-06T13:30:00+00:00,2026-02-06T20:30:00+07:00,CAD,red,Unemployment Rate,6.5%,6.8%,6.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-07,3:00am,2026-02-06T20:00:00+00:00,2026-02-07T03:00:00+07:00,USD,yellow,Consumer Credit m/m,24.0B,9.0B,4.7B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,11:00pm,2026-02-09T16:00:00+00:00,2026-02-09T23:00:00+07:00,EUR,yellow,German Buba President Nagel Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,12:00pm,2026-02-09T05:00:00+00:00,2026-02-09T12:00:00+07:00,JPY,yellow,Economy Watchers Sentiment,47.6,49.1,48.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,3:00pm,2026-02-09T08:00:00+00:00,2026-02-09T15:00:00+07:00,CHF,yellow,SECO Consumer Climate,-30,-30,-31,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,4:30pm,2026-02-09T09:30:00+00:00,2026-02-09T16:30:00+07:00,EUR,yellow,Sentix Investor Confidence,4.2,-0.2,-1.8,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,6:50am,2026-02-08T23:50:00+00:00,2026-02-09T06:50:00+07:00,JPY,yellow,Bank Lending y/y,4.5%,4.5%,4.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,6:50am,2026-02-08T23:50:00+00:00,2026-02-09T06:50:00+07:00,JPY,yellow,Current Account,2.70T,2.95T,3.14T,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-09,7:30am,2026-02-09T00:30:00+00:00,2026-02-09T07:30:00+07:00,AUD,yellow,Household Spending m/m,-0.4%,0.2%,1.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,10:00pm,2026-02-10T15:00:00+00:00,2026-02-10T22:00:00+07:00,USD,yellow,Business Inventories m/m,0.1%,0.2%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,10:00pm,2026-02-10T15:00:00+00:00,2026-02-10T22:00:00+07:00,USD,red,Retail Sales m/m,0.0%,0.4%,0.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,1:00pm,2026-02-10T06:00:00+00:00,2026-02-10T13:00:00+07:00,JPY,yellow,Prelim Machine Tool Orders y/y,25.3%,,10.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,2:30am,2026-02-09T19:30:00+00:00,2026-02-10T02:30:00+07:00,GBP,yellow,MPC Member Mann Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,2:30am,2026-02-09T19:30:00+00:00,2026-02-10T02:30:00+07:00,USD,yellow,FOMC Member Miran Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,3:15am,2026-02-09T20:15:00+00:00,2026-02-10T03:15:00+07:00,USD,yellow,FOMC Member Bostic Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,5:00am,2026-02-09T22:00:00+00:00,2026-02-10T05:00:00+07:00,USD,yellow,FOMC Member Miran Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,5:15am,2026-02-09T22:15:00+00:00,2026-02-10T05:15:00+07:00,GBP,yellow,MPC Member Mann Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,6:00pm,2026-02-10T11:00:00+00:00,2026-02-10T18:00:00+07:00,USD,yellow,NFIB Small Business Index,99.3,99.8,99.5,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,6:30am,2026-02-09T23:30:00+00:00,2026-02-10T06:30:00+07:00,AUD,yellow,Westpac Consumer Sentiment,-2.6%,,-1.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,6:50am,2026-02-09T23:50:00+00:00,2026-02-10T06:50:00+07:00,JPY,yellow,M2 Money Stock y/y,1.6%,1.7%,1.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,7:01am,2026-02-10T00:01:00+00:00,2026-02-10T07:01:00+07:00,GBP,yellow,BRC Retail Sales Monitor y/y,2.3%,1.3%,1.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,7:30am,2026-02-10T00:30:00+00:00,2026-02-10T07:30:00+07:00,AUD,yellow,NAB Business Confidence,3,,2,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,8:15pm,2026-02-10T13:15:00+00:00,2026-02-10T20:15:00+07:00,USD,yellow,ADP Weekly Employment Change,6.5K,,5.0K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,8:30pm,2026-02-10T13:30:00+00:00,2026-02-10T20:30:00+07:00,USD,orange,Employment Cost Index q/q,0.7%,0.8%,0.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,8:30pm,2026-02-10T13:30:00+00:00,2026-02-10T20:30:00+07:00,USD,yellow,Import Prices m/m,0.1%,0.1%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,Jan 10th,,,USD,yellow,ADP Weekly Employment Change,3.8K,,8.3K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-10,Jan 17th,,,USD,yellow,ADP Weekly Employment Change,5.0K,,3.8K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,10:00pm,2026-02-11T15:00:00+00:00,2026-02-11T22:00:00+07:00,USD,yellow,FOMC Member Schmid Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,10:00pm,2026-02-11T15:00:00+00:00,2026-02-11T22:00:00+07:00,USD,red,Non-Farm Employment Change,130K,66K,48K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,10:00pm,2026-02-11T15:00:00+00:00,2026-02-11T22:00:00+07:00,USD,red,Unemployment Rate,4.3%,4.4%,4.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,10:15pm,2026-02-11T15:15:00+00:00,2026-02-11T22:15:00+07:00,USD,yellow,FOMC Member Bowman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,10:30pm,2026-02-11T15:30:00+00:00,2026-02-11T22:30:00+07:00,USD,yellow,Crude Oil Inventories,8.5M,-0.2M,-3.5M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,1:00am,2026-02-10T18:00:00+00:00,2026-02-11T01:00:00+07:00,USD,yellow,FOMC Member Logan Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,4:00pm,2026-02-11T09:00:00+00:00,2026-02-11T16:00:00+07:00,EUR,yellow,Italian Industrial Production m/m,-0.4%,-0.6%,1.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,4:30am,2026-02-10T21:30:00+00:00,2026-02-11T04:30:00+07:00,USD,yellow,API Weekly Statistical Bulletin,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,5:33pm,2026-02-11T10:33:00+00:00,2026-02-11T17:33:00+07:00,EUR,yellow,German 30-y Bond Auction,3.47|1.6,,3.49|2.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,8:30am,2026-02-11T01:30:00+00:00,2026-02-11T08:30:00+07:00,AUD,yellow,RBA Deputy Gov Hauser Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,8:30pm,2026-02-11T13:30:00+00:00,2026-02-11T20:30:00+07:00,CAD,yellow,Building Permits m/m,6.8%,4.9%,-13.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-11,8:30pm,2026-02-11T13:30:00+00:00,2026-02-11T20:30:00+07:00,CNY,orange,PPI y/y,-1.4%,-1.5%,-1.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,10:00pm,2026-02-12T15:00:00+00:00,2026-02-12T22:00:00+07:00,USD,yellow,Existing Home Sales,3.91M,4.16M,4.27M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,10:30pm,2026-02-12T15:30:00+00:00,2026-02-12T22:30:00+07:00,AUD,yellow,CB Leading Index m/m,0.3%,,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,10:30pm,2026-02-12T15:30:00+00:00,2026-02-12T22:30:00+07:00,USD,yellow,Natural Gas Storage,-249B,-256B,-360B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,11:45am,2026-02-12T04:45:00+00:00,2026-02-12T11:45:00+07:00,AUD,yellow,RBA Assist Gov Hunter Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,1:30am,2026-02-11T18:30:00+00:00,2026-02-12T01:30:00+07:00,CAD,yellow,BOC Summary of Deliberations,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00am,2026-02-11T19:00:00+00:00,2026-02-12T02:00:00+07:00,USD,yellow,Federal Budget Balance,-94.6B,-94.6B,-144.7B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Construction Output m/m,-0.5%,0.5%,-0.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Goods Trade Balance,-22.7B,-22.3B,-23.6B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Index of Services 3m/3m,0.0%,0.2%,0.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
