event_date,time_raw,event_datetime_utc,event_datetime_hcm,currency,impact,event,actual,forecast,previous,source_timezone,updated_at
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Industrial Production m/m,-0.9%,-0.1%,1.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Manufacturing Production m/m,-0.5%,-0.2%,1.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,2:00pm,2026-02-12T07:00:00+00:00,2026-02-12T14:00:00+07:00,GBP,yellow,Prelim Business Investment q/q,-2.7%,-0.5%,1.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,4:00am,2026-02-11T21:00:00+00:00,2026-02-12T04:00:00+07:00,USD,yellow,FOMC Member Hammack Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,6:50am,2026-02-11T23:50:00+00:00,2026-02-12T06:50:00+07:00,JPY,yellow,PPI y/y,2.3%,2.3%,2.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,7:00am,2026-02-12T00:00:00+00:00,2026-02-12T07:00:00+07:00,AUD,yellow,MI Inflation Expectations,5.0%,,4.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,7:01am,2026-02-12T00:01:00+00:00,2026-02-12T07:01:00+07:00,GBP,yellow,RICS House Price Balance,-10%,-11%,-13%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,8:30pm,2026-02-12T13:30:00+00:00,2026-02-12T20:30:00+07:00,USD,red,Unemployment Claims,227K,222K,232K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,8:45pm,2026-02-12T13:45:00+00:00,2026-02-12T20:45:00+07:00,CAD,yellow,Gov Council Member Rogers Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-12,9:30pm,2026-02-12T14:30:00+00:00,2026-02-12T21:30:00+07:00,GBP,yellow,CB Leading Index m/m,0.0%,,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,1:01am,2026-02-12T18:01:00+00:00,2026-02-13T01:01:00+07:00,USD,yellow,30-y Bond Auction,4.75|2.7,,4.83|2.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,2:00pm,2026-02-13T07:00:00+00:00,2026-02-13T14:00:00+07:00,EUR,yellow,German WPI m/m,0.9%,0.1%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,3:30am,2026-02-12T20:30:00+00:00,2026-02-13T03:30:00+07:00,EUR,yellow,German Buba President Nagel Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,4:03pm,2026-02-13T09:03:00+00:00,2026-02-13T16:03:00+07:00,CNY,yellow,M2 Money Supply y/y,9.0%,8.3%,8.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,4:03pm,2026-02-13T09:03:00+00:00,2026-02-13T16:03:00+07:00,CNY,yellow,New Loans,4710B,5000B,910B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,4:30am,2026-02-12T21:30:00+00:00,2026-02-13T04:30:00+07:00,NZD,yellow,BusinessNZ Manufacturing Index,55.2,,56.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,4:45am,2026-02-12T21:45:00+00:00,2026-02-13T04:45:00+07:00,NZD,yellow,Visitor Arrivals m/m,1.7%,,0.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,5:00pm,2026-02-13T10:00:00+00:00,2026-02-13T17:00:00+07:00,EUR,yellow,Flash Employment Change q/q,0.2%,0.1%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,5:00pm,2026-02-13T10:00:00+00:00,2026-02-13T17:00:00+07:00,EUR,yellow,Flash GDP q/q,0.3%,0.3%,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,5:00pm,2026-02-13T10:00:00+00:00,2026-02-13T17:00:00+07:00,EUR,yellow,Trade Balance,11.6B,11.8B,10.2B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,7:00am,2026-02-13T00:00:00+00:00,2026-02-13T07:00:00+07:00,USD,yellow,FOMC Member Logan Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,7:00pm,2026-02-13T12:00:00+00:00,2026-02-13T19:00:00+07:00,GBP,yellow,MPC Member Pill Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,7:05am,2026-02-13T00:05:00+00:00,2026-02-13T07:05:00+07:00,USD,yellow,FOMC Member Miran Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,8:30am,2026-02-13T01:30:00+00:00,2026-02-13T08:30:00+07:00,CNY,yellow,New Home Prices m/m,-0.37%,,-0.37%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,8:30pm,2026-02-13T13:30:00+00:00,2026-02-13T20:30:00+07:00,USD,red,CPI m/m,0.2%,0.3%,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,8:30pm,2026-02-13T13:30:00+00:00,2026-02-13T20:30:00+07:00,USD,red,CPI y/y,2.4%,2.5%,2.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,8:30pm,2026-02-13T13:30:00+00:00,2026-02-13T20:30:00+07:00,USD,red,Core CPI m/m,0.3%,0.3%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,8:30pm,2026-02-13T13:30:00+00:00,2026-02-13T20:30:00+07:00,USD,red,Core CPI y/y,2.5%,2.5%,2.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-13,9:00am,2026-02-13T02:00:00+00:00,2026-02-13T09:00:00+07:00,NZD,yellow,Inflation Expectations q/q,2.37%,,2.28%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,11:30am,2026-02-16T04:30:00+00:00,2026-02-16T11:30:00+07:00,JPY,yellow,Revised Industrial Production m/m,-0.1%,-0.1%,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,5:00pm,2026-02-16T10:00:00+00:00,2026-02-16T17:00:00+07:00,EUR,yellow,Industrial Production m/m,-1.4%,-1.5%,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,6:50am,2026-02-15T23:50:00+00:00,2026-02-16T06:50:00+07:00,JPY,yellow,Prelim GDP Price Index y/y,3.4%,3.2%,3.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,6:50am,2026-02-15T23:50:00+00:00,2026-02-16T06:50:00+07:00,JPY,yellow,Prelim GDP q/q,0.1%,0.4%,-0.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,7:01am,2026-02-16T00:01:00+00:00,2026-02-16T07:01:00+07:00,GBP,yellow,Rightmove HPI m/m,0.0%,,2.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,8:15pm,2026-02-16T13:15:00+00:00,2026-02-16T20:15:00+07:00,CAD,yellow,Housing Starts,238K,266K,281K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,8:25pm,2026-02-16T13:25:00+00:00,2026-02-16T20:25:00+07:00,USD,yellow,FOMC Member Bowman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,8:30pm,2026-02-16T13:30:00+00:00,2026-02-16T20:30:00+07:00,CAD,yellow,Manufacturing Sales m/m,0.6%,0.5%,-1.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-16,All Day,,,EUR,yellow,Eurogroup Meetings,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,10:00pm,2026-02-17T15:00:00+00:00,2026-02-17T22:00:00+07:00,USD,yellow,NAHB Housing Market Index,36,38,37,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,11:16pm,2026-02-17T16:16:00+00:00,2026-02-17T23:16:00+07:00,NZD,yellow,GDT Price Index,3.6%,,6.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,11:30am,2026-02-17T04:30:00+00:00,2026-02-17T11:30:00+07:00,JPY,yellow,Tertiary Industry Activity m/m,-0.5%,-0.3%,-0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,2:00pm,2026-02-17T07:00:00+00:00,2026-02-17T14:00:00+07:00,EUR,yellow,German Final CPI m/m,0.1%,0.1%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,2:00pm,2026-02-17T07:00:00+00:00,2026-02-17T14:00:00+07:00,GBP,yellow,Unemployment Rate,5.2%,5.2%,5.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,4:00pm,2026-02-17T09:00:00+00:00,2026-02-17T16:00:00+07:00,EUR,yellow,Italian Trade Balance,6.04B,4.75B,5.06B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,4:45am,2026-02-16T21:45:00+00:00,2026-02-17T04:45:00+07:00,NZD,yellow,FPI m/m,2.1%,,-0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,5:00pm,2026-02-17T10:00:00+00:00,2026-02-17T17:00:00+07:00,EUR,yellow,German ZEW Economic Sentiment,58.3,65.8,59.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,5:00pm,2026-02-17T10:00:00+00:00,2026-02-17T17:00:00+07:00,EUR,yellow,ZEW Economic Sentiment,39.4,45.7,40.8,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,7:30am,2026-02-17T00:30:00+00:00,2026-02-17T07:30:00+07:00,AUD,yellow,Monetary Policy Meeting Minutes,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:15pm,2026-02-17T13:15:00+00:00,2026-02-17T20:15:00+07:00,USD,yellow,ADP Weekly Employment Change,10.3K,,7.8K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,red,CPI m/m,0.0%,0.1%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,orange,Common CPI y/y,2.7%,2.7%,2.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,yellow,Foreign Securities Purchases,-5.57B,14.27B,15.96B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,red,Median CPI y/y,2.5%,2.5%,2.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,red,Trimmed CPI y/y,2.4%,2.6%,2.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,CAD,yellow,Wholesale Sales m/m,2.0%,2.0%,-1.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:30pm,2026-02-17T13:30:00+00:00,2026-02-17T20:30:00+07:00,USD,orange,Empire State Manufacturing Index,7.1,6.4,7.7,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,8:32pm,2026-02-17T13:32:00+00:00,2026-02-17T20:32:00+07:00,CAD,yellow,Core CPI m/m,0.2%,,-0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,9:45pm,2026-02-17T14:45:00+00:00,2026-02-17T21:45:00+07:00,USD,yellow,Cleveland Fed Inflation Expectations,3.1%,,3.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-17,All Day,,,EUR,yellow,ECOFIN Meetings,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:00pm,2026-02-18T07:00:00+00:00,2026-02-18T14:00:00+07:00,GBP,red,CPI y/y,3.0%,3.0%,3.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:00pm,2026-02-18T07:00:00+00:00,2026-02-18T14:00:00+07:00,GBP,yellow,Core CPI y/y,3.1%,3.0%,3.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:00pm,2026-02-18T07:00:00+00:00,2026-02-18T14:00:00+07:00,GBP,yellow,PPI Input m/m,0.4%,0.4%,-0.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:00pm,2026-02-18T07:00:00+00:00,2026-02-18T14:00:00+07:00,GBP,yellow,PPI Output m/m,0.0%,0.2%,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:00pm,2026-02-18T07:00:00+00:00,2026-02-18T14:00:00+07:00,GBP,yellow,RPI y/y,3.8%,3.8%,4.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:30am,2026-02-17T19:30:00+00:00,2026-02-18T02:30:00+07:00,USD,yellow,FOMC Member Daly Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,2:45pm,2026-02-18T07:45:00+00:00,2026-02-18T14:45:00+07:00,EUR,yellow,French Final CPI m/m,-0.3%,-0.3%,-0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,4:30pm,2026-02-18T09:30:00+00:00,2026-02-18T16:30:00+07:00,GBP,yellow,HPI y/y,2.4%,1.8%,2.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,4:45am,2026-02-17T21:45:00+00:00,2026-02-18T04:45:00+07:00,NZD,yellow,PPI Input q/q,-0.5%,0.4%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,4:45am,2026-02-17T21:45:00+00:00,2026-02-18T04:45:00+07:00,NZD,yellow,PPI Output q/q,0.1%,0.6%,0.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,5:32pm,2026-02-18T10:32:00+00:00,2026-02-18T17:32:00+07:00,EUR,yellow,German 10-y Bond Auction,2.73|1.5,,2.85|1.7,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,6:30am,2026-02-17T23:30:00+00:00,2026-02-18T06:30:00+07:00,AUD,yellow,MI Leading Index m/m,-0.1%,,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,6:50am,2026-02-17T23:50:00+00:00,2026-02-18T06:50:00+07:00,JPY,yellow,Trade Balance,0.46T,-0.18T,-0.06T,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,NZD,red,RBNZ Monetary Policy Statement,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,NZD,red,RBNZ Rate Statement,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,USD,yellow,Building Permits,1.45M,1.40M,1.39M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,USD,orange,Core Durable Goods Orders m/m,0.9%,0.3%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,USD,orange,Durable Goods Orders m/m,-1.4%,-1.8%,5.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,8:30pm,2026-02-18T13:30:00+00:00,2026-02-18T20:30:00+07:00,USD,yellow,Housing Starts,1.40M,1.31M,1.32M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,9:00am,2026-02-18T02:00:00+00:00,2026-02-18T09:00:00+07:00,NZD,red,RBNZ Press Conference,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,9:15pm,2026-02-18T14:15:00+00:00,2026-02-18T21:15:00+07:00,USD,yellow,Capacity Utilization Rate,76.2%,76.6%,75.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,9:15pm,2026-02-18T14:15:00+00:00,2026-02-18T21:15:00+07:00,USD,yellow,Industrial Production m/m,0.7%,0.4%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,Nov Data,,,USD,yellow,Building Permits,1.39M,,1.41M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-18,Nov Data,,,USD,yellow,Housing Starts,1.32M,,1.27M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,10:00pm,2026-02-19T15:00:00+00:00,2026-02-19T22:00:00+07:00,USD,yellow,CB Leading Index m/m,-0.2%,-0.2%,-0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,10:00pm,2026-02-19T15:00:00+00:00,2026-02-19T22:00:00+07:00,USD,orange,Pending Home Sales m/m,-0.8%,1.4%,-7.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,10:10pm,2026-02-19T15:10:00+00:00,2026-02-19T22:10:00+07:00,EUR,yellow,Consumer Confidence,-12,-12,-12,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,10:30pm,2026-02-19T15:30:00+00:00,2026-02-19T22:30:00+07:00,USD,yellow,FOMC Member Goolsbee Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,10:30pm,2026-02-19T15:30:00+00:00,2026-02-19T22:30:00+07:00,USD,yellow,Natural Gas Storage,-144B,-148B,-249B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,2:10am,2026-02-18T19:10:00+00:00,2026-02-19T02:10:00+07:00,NZD,red,RBNZ Gov Breman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,4:00am,2026-02-18T21:00:00+00:00,2026-02-19T04:00:00+07:00,USD,yellow,TIC Long-Term Purchases,28.0B,128.6B,206.6B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,4:00pm,2026-02-19T09:00:00+00:00,2026-02-19T16:00:00+07:00,EUR,yellow,Current Account,14.6B,9.8B,8.9B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,4:00pm,2026-02-19T09:00:00+00:00,2026-02-19T16:00:00+07:00,EUR,yellow,ECB Economic Bulletin,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,4:30am,2026-02-18T21:30:00+00:00,2026-02-19T04:30:00+07:00,USD,yellow,API Weekly Statistical Bulletin,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,4:43pm,2026-02-19T09:43:00+00:00,2026-02-19T16:43:00+07:00,EUR,yellow,Spanish 10-y Bond Auction,3.17|2.5,,3.22|2.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,6:00pm,2026-02-19T11:00:00+00:00,2026-02-19T18:00:00+07:00,EUR,yellow,German Buba Monthly Report,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,6:00pm,2026-02-19T11:00:00+00:00,2026-02-19T18:00:00+07:00,GBP,yellow,CBI Industrial Order Expectations,-28,-28,-30,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,6:50am,2026-02-18T23:50:00+00:00,2026-02-19T06:50:00+07:00,JPY,yellow,Core Machinery Orders m/m,19.1%,5.1%,-11.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,7:30am,2026-02-19T00:30:00+00:00,2026-02-19T07:30:00+07:00,AUD,red,Employment Change,17.8K,20.0K,68.5K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,7:30am,2026-02-19T00:30:00+00:00,2026-02-19T07:30:00+07:00,AUD,red,Unemployment Rate,4.1%,4.2%,4.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:20pm,2026-02-19T13:20:00+00:00,2026-02-19T20:20:00+07:00,USD,yellow,FOMC Member Bostic Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,CAD,yellow,NHPI m/m,-0.4%,0.1%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,CAD,yellow,Trade Balance,-1.3B,-2.1B,-2.6B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,USD,yellow,FOMC Member Bowman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,USD,yellow,Goods Trade Balance,-98.5B,-86.0B,-82.8B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,USD,yellow,Prelim Wholesale Inventories m/m,0.2%,0.2%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,USD,yellow,Trade Balance,-70.3B,-55.5B,-53.0B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,8:30pm,2026-02-19T13:30:00+00:00,2026-02-19T20:30:00+07:00,USD,red,Unemployment Claims,206K,223K,229K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-19,9:00pm,2026-02-19T14:00:00+00:00,2026-02-19T21:00:00+07:00,USD,yellow,FOMC Member Kashkari Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,10:00pm,2026-02-20T15:00:00+00:00,2026-02-20T22:00:00+07:00,USD,orange,New Home Sales,745K,732K,758K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,10:00pm,2026-02-20T15:00:00+00:00,2026-02-20T22:00:00+07:00,USD,yellow,Revised UoM Consumer Sentiment,56.6,56.9,57.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,10:00pm,2026-02-20T15:00:00+00:00,2026-02-20T22:00:00+07:00,USD,yellow,Revised UoM Inflation Expectations,3.4%,,3.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,2:00pm,2026-02-20T07:00:00+00:00,2026-02-20T14:00:00+07:00,EUR,yellow,German PPI m/m,-0.6%,0.3%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,2:00pm,2026-02-20T07:00:00+00:00,2026-02-20T14:00:00+07:00,GBP,yellow,Public Sector Net Borrowing,-30.4B,-24.0B,13.4B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,2:00pm,2026-02-20T07:00:00+00:00,2026-02-20T14:00:00+07:00,GBP,red,Retail Sales m/m,1.8%,0.2%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,3:15pm,2026-02-20T08:15:00+00:00,2026-02-20T15:15:00+07:00,EUR,orange,French Flash Manufacturing PMI,49.9,50.9,51.2,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,3:15pm,2026-02-20T08:15:00+00:00,2026-02-20T15:15:00+07:00,EUR,orange,French Flash Services PMI,49.6,49.1,48.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,3:30pm,2026-02-20T08:30:00+00:00,2026-02-20T15:30:00+07:00,EUR,red,German Flash Manufacturing PMI,50.7,49.6,49.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,3:30pm,2026-02-20T08:30:00+00:00,2026-02-20T15:30:00+07:00,EUR,red,German Flash Services PMI,53.4,52.4,52.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,4:00pm,2026-02-20T09:00:00+00:00,2026-02-20T16:00:00+07:00,EUR,yellow,Flash Manufacturing PMI,50.8,49.9,49.5,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,4:00pm,2026-02-20T09:00:00+00:00,2026-02-20T16:00:00+07:00,EUR,yellow,Flash Services PMI,51.8,51.9,51.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,4:30pm,2026-02-20T09:30:00+00:00,2026-02-20T16:30:00+07:00,GBP,red,Flash Manufacturing PMI,52.0,51.5,51.8,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,4:30pm,2026-02-20T09:30:00+00:00,2026-02-20T16:30:00+07:00,GBP,red,Flash Services PMI,53.9,53.5,54.0,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,4:45am,2026-02-19T21:45:00+00:00,2026-02-20T04:45:00+07:00,NZD,yellow,Trade Balance,-519M,-745M,-88M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,5:00am,2026-02-19T22:00:00+00:00,2026-02-20T05:00:00+07:00,AUD,yellow,Flash Manufacturing PMI,51.5,,52.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,5:00am,2026-02-19T22:00:00+00:00,2026-02-20T05:00:00+07:00,AUD,yellow,Flash Services PMI,52.2,,56.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,6:30am,2026-02-19T23:30:00+00:00,2026-02-20T06:30:00+07:00,JPY,yellow,National Core CPI y/y,2.0%,2.0%,2.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,7:00am,2026-02-20T00:00:00+00:00,2026-02-20T07:00:00+07:00,EUR,yellow,ECB President Lagarde Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,7:30am,2026-02-20T00:30:00+00:00,2026-02-20T07:30:00+07:00,JPY,yellow,Flash Manufacturing PMI,52.8,51.3,51.5,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,CAD,orange,Core Retail Sales m/m,0.1%,-0.1%,1.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,CAD,yellow,IPPI m/m,2.7%,0.2%,-0.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,CAD,yellow,RMPI m/m,7.7%,0.7%,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,CAD,orange,Retail Sales m/m,-0.4%,-0.5%,1.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,USD,orange,Advance GDP Price Index q/q,3.6%,2.8%,3.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,USD,red,Advance GDP q/q,1.4%,2.8%,4.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,USD,red,Core PCE Price Index m/m,0.4%,0.3%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
